MaLich,MaCB,SoHieuMB,ThoiGianDi,ThoiGianDen,TrangThai
LB001812,CB000216,MB0073,2025-07-13 05:45:00,2025-07-13 09:56:00,Dung gio
LB001813,CB000108,MB0023,2025-11-26 18:00:00,2025-11-27 00:49:00,Dung gio
LB001814,CB000009,MB0032,2024-11-10 16:00:00,2024-11-11 04:26:00,Tre
LB001815,CB000333,MB0052,2025-02-27 13:30:00,2025-02-27 20:00:00,Huy
LB001816,CB000219,MB0057,2024-12-09 03:15:00,2024-12-09 11:34:00,Tre
LB001817,CB000192,MB0022,2025-07-20 19:15:00,2025-07-21 05:00:00,Tre
LB001818,CB000196,MB0031,2025-11-06 22:45:00,2025-11-07 10:04:00,Dung gio
LB001819,CB000360,MB0064,2024-04-11 02:00:00,2024-04-11 04:01:00,Dung gio
LB001820,CB000316,MB0047,2024-04-16 15:00:00,2024-04-17 02:18:00,Tre
LB001821,CB000258,MB0062,2024-02-03 21:30:00,2024-02-04 12:32:00,Tre
LB001822,CB000109,MB0025,2025-04-10 17:45:00,2025-04-10 20:12:00,Dung gio
LB001823,CB000439,MB0053,2024-05-07 11:45:00,2024-05-07 19:17:00,Tre
LB001824,CB000004,MB0043,2024-08-17 16:30:00,2024-08-17 21:34:00,Dung gio
LB001825,CB000158,MB0090,2025-02-28 21:15:00,2025-02-28 21:49:00,Tre
LB001826,CB000017,MB0001,2024-01-27 04:30:00,2024-01-27 19:20:00,Huy
LB001827,CB000420,MB0077,2025-09-06 10:30:00,2025-09-06 13:54:00,Huy
LB001828,CB000221,MB0026,2025-07-23 12:15:00,2025-07-23 23:16:00,Tre
LB001829,CB000425,MB0010,2025-08-14 13:15:00,2025-08-15 00:36:00,Tre
LB001830,CB000373,MB0022,2025-02-16 10:15:00,2025-02-16 18:12:00,Dung gio
LB001831,CB000051,MB0074,2024-05-09 16:00:00,2024-05-10 03:16:00,Huy
LB001832,CB000402,MB0045,2025-10-04 08:15:00,2025-10-04 14:15:00,Dung gio
LB001833,CB000048,MB0013,2024-01-27 13:00:00,2024-01-28 00:13:00,Huy
LB001834,CB000079,MB0002,2025-09-24 22:00:00,2025-09-25 08:15:00,Tre
LB001835,CB000013,MB0077,2024-05-13 14:30:00,2024-05-13 18:11:00,Dung gio
LB001836,CB000335,MB0096,2024-08-15 09:15:00,2024-08-15 18:53:00,Dung gio
LB001837,CB000372,MB0081,2025-01-22 08:00:00,2025-01-22 13:11:00,Dung gio
LB001838,CB000479,MB0020,2025-10-04 00:00:00,2025-10-04 02:23:00,Tre
LB001839,CB000475,MB0063,2024-05-05 03:15:00,2024-05-05 08:34:00,Dung gio
LB001840,CB000459,MB0022,2024-04-05 02:45:00,2024-04-05 17:39:00,Dung gio
LB001841,CB000468,MB0090,2024-07-31 12:00:00,2024-07-31 20:52:00,Dung gio
LB001842,CB000212,MB0012,2025-05-13 20:00:00,2025-05-14 00:05:00,Tre
LB001843,CB000193,MB0093,2024-11-17 20:45:00,2024-11-18 11:02:00,Dung gio
LB001844,CB000093,MB0032,2024-01-11 05:00:00,2024-01-11 07:30:00,Dung gio
LB001845,CB000178,MB0053,2025-09-20 19:00:00,2025-09-20 22:12:00,Huy
LB001846,CB000380,MB0027,2024-05-04 06:00:00,2024-05-04 15:38:00,Dung gio
LB001847,CB000266,MB0056,2024-06-05 06:30:00,2024-06-05 08:57:00,Dung gio
LB001848,CB000016,MB0033,2024-05-21 07:00:00,2024-05-21 19:55:00,Dung gio
LB001849,CB000138,MB0028,2025-05-08 06:00:00,2025-05-08 12:26:00,Huy
LB001850,CB000334,MB0031,2025-04-23 23:45:00,2025-04-24 07:41:00,Huy
LB001851,CB000485,MB0045,2024-07-16 08:15:00,2024-07-16 12:07:00,Dung gio
LB001852,CB000493,MB0045,2024-04-15 18:30:00,2024-04-15 21:49:00,Dung gio
LB001853,CB000489,MB0076,2025-05-14 13:45:00,2025-05-14 21:28:00,Huy
LB001854,CB000383,MB0028,2024-11-22 19:00:00,2024-11-23 05:51:00,Tre
LB001855,CB000220,MB0023,2025-08-03 11:30:00,2025-08-04 03:19:00,Dung gio
LB001856,CB000231,MB0021,2024-02-04 16:30:00,2024-02-05 03:00:00,Tre
LB001857,CB000151,MB0063,2025-10-22 16:30:00,2025-10-22 23:47:00,Dung gio
LB001858,CB000059,MB0022,2024-11-26 13:15:00,2024-11-26 19:51:00,Dung gio
LB001859,CB000038,MB0024,2025-11-03 11:30:00,2025-11-03 14:28:00,Dung gio
LB001860,CB000063,MB0001,2024-11-22 22:00:00,2024-11-23 10:44:00,Dung gio
LB001861,CB000110,MB0052,2025-08-04 10:15:00,2025-08-04 20:20:00,Dung gio
LB001862,CB000198,MB0031,2025-09-08 06:15:00,2025-09-08 08:30:00,Huy
LB001863,CB000143,MB0074,2025-09-14 21:00:00,2025-09-15 07:17:00,Tre
LB001864,CB000350,MB0078,2025-03-21 10:30:00,2025-03-21 14:22:00,Dung gio
LB001865,CB000026,MB0087,2025-05-20 15:00:00,2025-05-20 20:11:00,Tre
LB001866,CB000062,MB0016,2025-04-08 05:30:00,2025-04-08 16:05:00,Tre
LB001867,CB000122,MB0061,2024-01-22 09:00:00,2024-01-22 20:29:00,Huy
LB001868,CB000003,MB0100,2025-04-17 09:15:00,2025-04-18 00:06:00,Tre
LB001869,CB000019,MB0096,2025-06-30 16:00:00,2025-06-30 22:15:00,Dung gio
LB001870,CB000036,MB0053,2024-04-07 13:30:00,2024-04-07 18:41:00,Dung gio
LB001871,CB000386,MB0041,2025-02-13 02:30:00,2025-02-13 11:25:00,Huy
LB001872,CB000025,MB0045,2024-11-01 22:45:00,2024-11-02 07:40:00,Dung gio
LB001873,CB000432,MB0043,2025-09-24 03:00:00,2025-09-24 07:19:00,Dung gio
LB001874,CB000423,MB0001,2024-05-22 03:30:00,2024-05-22 18:42:00,Tre
LB001875,CB000116,MB0021,2024-03-31 06:30:00,2024-03-31 20:55:00,Huy
LB001876,CB000003,MB0073,2024-02-23 08:00:00,2024-02-23 10:23:00,Dung gio
LB001877,CB000485,MB0032,2024-03-17 08:30:00,2024-03-17 20:44:00,Huy
LB001878,CB000406,MB0087,2025-01-23 08:15:00,2025-01-23 11:06:00,Huy
LB001879,CB000236,MB0016,2024-05-09 10:15:00,2024-05-09 23:36:00,Huy
LB001880,CB000455,MB0091,2025-02-27 20:45:00,2025-02-28 08:39:00,Dung gio
LB001881,CB000268,MB0057,2024-09-03 18:45:00,2024-09-04 06:32:00,Tre
LB001882,CB000500,MB0028,2024-11-25 23:45:00,2024-11-26 04:06:00,Dung gio
LB001883,CB000136,MB0081,2024-10-30 22:00:00,2024-10-31 04:31:00,Huy
LB001884,CB000428,MB0092,2024-09-05 21:15:00,2024-09-06 09:36:00,Dung gio
LB001885,CB000039,MB0054,2024-03-02 06:00:00,2024-03-02 17:56:00,Dung gio
LB001886,CB000240,MB0089,2025-01-29 06:45:00,2025-01-29 09:02:00,Dung gio
LB001887,CB000107,MB0089,2025-08-27 16:30:00,2025-08-28 05:58:00,Dung gio
LB001888,CB000363,MB0052,2025-11-02 04:00:00,2025-11-02 06:43:00,Dung gio
LB001889,CB000470,MB0043,2025-01-29 14:15:00,2025-01-30 04:03:00,Tre
LB001890,CB000097,MB0012,2024-10-11 13:15:00,2024-10-12 01:27:00,Dung gio
LB001891,CB000488,MB0092,2025-08-14 20:00:00,2025-08-14 23:00:00,Tre
LB001892,CB000449,MB0015,2024-04-22 07:00:00,2024-04-22 22:45:00,Tre
LB001893,CB000096,MB0028,2024-01-30 15:45:00,2024-01-30 22:15:00,Dung gio
LB001894,CB000061,MB0060,2024-03-27 11:45:00,2024-03-27 15:52:00,Dung gio
LB001895,CB000204,MB0056,2025-03-17 16:30:00,2025-03-17 17:54:00,Tre
LB001896,CB000140,MB0043,2024-04-10 01:45:00,2024-04-10 14:44:00,Tre
LB001897,CB000100,MB0031,2024-07-12 12:15:00,2024-07-12 22:53:00,Dung gio
LB001898,CB000272,MB0063,2025-05-20 16:45:00,2025-05-20 19:06:00,Dung gio
LB001899,CB000331,MB0026,2024-04-23 07:00:00,2024-04-23 08:24:00,Dung gio
LB001900,CB000295,MB0028,2024-09-01 02:00:00,2024-09-01 07:12:00,Dung gio
LB001901,CB000452,MB0064,2025-12-17 22:45:00,2025-12-18 05:56:00,Tre
LB001902,CB000052,MB0025,2025-12-09 08:45:00,2025-12-09 12:45:00,Dung gio
LB001903,CB000403,MB0024,2024-12-21 20:30:00,2024-12-22 09:02:00,Huy
LB001904,CB000148,MB0076,2024-01-04 03:15:00,2024-01-04 12:20:00,Huy
LB001905,CB000245,MB0077,2024-11-08 22:15:00,2024-11-09 01:39:00,Dung gio
LB001906,CB000349,MB0012,2024-06-19 05:30:00,2024-06-19 21:21:00,Tre
LB001907,CB000073,MB0001,2025-11-13 15:45:00,2025-11-13 21:57:00,Dung gio
LB001908,CB000091,MB0027,2024-03-19 05:00:00,2024-03-19 15:38:00,Dung gio
LB001909,CB000497,MB0053,2025-08-20 00:45:00,2025-08-20 16:09:00,Dung gio
LB001910,CB000242,MB0016,2024-02-16 00:30:00,2024-02-16 15:15:00,Dung gio
LB001911,CB000269,MB0056,2024-06-20 04:00:00,2024-06-20 06:12:00,Dung gio
LB001912,CB000412,MB0077,2024-12-09 14:45:00,2024-12-10 03:47:00,Dung gio
LB001913,CB000280,MB0027,2025-11-10 15:30:00,2025-11-10 22:13:00,Tre
LB001914,CB000007,MB0089,2024-12-27 09:30:00,2024-12-28 01:12:00,Huy
LB001915,CB000397,MB0070,2025-09-02 15:00:00,2025-09-02 20:06:00,Huy
LB001916,CB000373,MB0065,2024-01-22 04:45:00,2024-01-22 19:51:00,Dung gio
LB001917,CB000338,MB0020,2024-12-31 15:00:00,2024-12-31 19:40:00,Huy
LB001918,CB000380,MB0073,2025-03-17 11:15:00,2025-03-18 00:27:00,Dung gio
LB001919,CB000100,MB0100,2025-01-21 20:00:00,2025-01-22 01:10:00,Huy
LB001920,CB000461,MB0100,2025-04-05 16:15:00,2025-04-05 21:16:00,Dung gio
LB001921,CB000455,MB0037,2025-02-04 18:45:00,2025-02-04 23:57:00,Dung gio
LB001922,CB000098,MB0005,2025-08-16 16:30:00,2025-08-17 07:14:00,Huy
LB001923,CB000063,MB0048,2025-04-10 18:30:00,2025-04-10 23:55:00,Dung gio
LB001924,CB000497,MB0001,2025-05-25 21:15:00,2025-05-26 05:42:00,Dung gio
LB001925,CB000268,MB0031,2025-09-30 17:15:00,2025-09-30 22:55:00,Tre
LB001926,CB000148,MB0012,2024-10-28 00:45:00,2024-10-28 01:56:00,Dung gio
LB001927,CB000145,MB0089,2025-08-30 03:00:00,2025-08-30 11:50:00,Dung gio
LB001928,CB000003,MB0048,2024-12-26 21:00:00,2024-12-26 22:21:00,Dung gio
LB001929,CB000071,MB0041,2024-10-17 16:15:00,2024-10-17 18:13:00,Dung gio
LB001930,CB000074,MB0076,2024-07-20 13:00:00,2024-07-20 18:27:00,Dung gio
LB001931,CB000017,MB0053,2024-12-29 07:45:00,2024-12-29 15:27:00,Tre
LB001932,CB000496,MB0096,2024-04-10 08:30:00,2024-04-10 19:11:00,Dung gio
LB001933,CB000089,MB0061,2025-03-22 21:30:00,2025-03-23 11:43:00,Huy
LB001934,CB000072,MB0071,2024-07-23 08:15:00,2024-07-23 15:51:00,Huy
LB001935,CB000103,MB0032,2024-11-08 02:30:00,2024-11-08 12:40:00,Tre
LB001936,CB000280,MB0022,2025-01-19 13:00:00,2025-01-19 15:51:00,Huy
LB001937,CB000227,MB0073,2024-11-16 16:30:00,2024-11-17 00:59:00,Dung gio
LB001938,CB000219,MB0052,2025-03-06 13:45:00,2025-03-06 14:43:00,Huy
LB001939,CB000014,MB0081,2025-03-07 02:15:00,2025-03-07 13:14:00,Dung gio
LB001940,CB000403,MB0026,2025-08-17 16:30:00,2025-08-17 19:10:00,Huy
LB001941,CB000279,MB0096,2025-08-02 09:00:00,2025-08-02 22:23:00,Tre
LB001942,CB000065,MB0045,2025-11-17 00:45:00,2025-11-17 15:01:00,Huy
LB001943,CB000236,MB0090,2024-02-25 02:00:00,2024-02-25 07:06:00,Dung gio
LB001944,CB000171,MB0063,2024-04-09 09:45:00,2024-04-09 22:02:00,Dung gio
LB001945,CB000443,MB0010,2024-05-04 23:00:00,2024-05-05 11:28:00,Dung gio
LB001946,CB000265,MB0020,2025-07-29 23:45:00,2025-07-30 02:34:00,Dung gio
LB001947,CB000459,MB0071,2025-10-17 04:30:00,2025-10-17 15:43:00,Dung gio
LB001948,CB000369,MB0001,2025-05-11 19:15:00,2025-05-11 21:42:00,Dung gio
LB001949,CB000001,MB0020,2025-09-10 03:00:00,2025-09-10 07:43:00,Dung gio
LB001950,CB000054,MB0053,2024-01-26 16:45:00,2024-01-26 23:55:00,Dung gio
LB001951,CB000475,MB0016,2024-11-03 12:45:00,2024-11-03 16:23:00,Dung gio
LB001952,CB000431,MB0091,2025-07-13 08:45:00,2025-07-13 23:54:00,Huy
LB001953,CB000064,MB0048,2024-05-29 20:00:00,2024-05-29 23:39:00,Dung gio
LB001954,CB000420,MB0077,2025-11-04 07:15:00,2025-11-04 16:28:00,Huy
LB001955,CB000103,MB0053,2025-05-06 09:30:00,2025-05-06 21:23:00,Dung gio
LB001956,CB000492,MB0062,2025-05-19 11:30:00,2025-05-19 18:40:00,Tre
LB001957,CB000358,MB0087,2024-04-19 14:45:00,2024-04-20 05:08:00,Tre
LB001958,CB000076,MB0002,2024-10-17 14:00:00,2024-10-18 00:07:00,Tre
LB001959,CB000006,MB0062,2024-11-06 01:45:00,2024-11-06 02:58:00,Dung gio
LB001960,CB000493,MB0017,2025-04-24 23:45:00,2025-04-25 04:58:00,Dung gio
LB001961,CB000082,MB0041,2025-05-27 16:15:00,2025-05-27 22:42:00,Huy
LB001962,CB000200,MB0056,2024-03-05 05:15:00,2024-03-05 11:45:00,Huy
LB001963,CB000174,MB0052,2024-05-23 08:30:00,2024-05-23 15:43:00,Dung gio
LB001964,CB000470,MB0090,2025-10-22 15:45:00,2025-10-23 00:18:00,Huy
LB001965,CB000338,MB0022,2025-08-12 22:30:00,2025-08-13 01:12:00,Dung gio
LB001966,CB000302,MB0062,2024-12-22 18:45:00,2024-12-22 20:24:00,Dung gio
LB001967,CB000016,MB0091,2024-06-11 07:00:00,2024-06-11 18:51:00,Dung gio
LB001968,CB000256,MB0071,2025-05-02 10:15:00,2025-05-02 23:55:00,Dung gio
LB001969,CB000054,MB0096,2024-06-27 23:45:00,2024-06-28 13:08:00,Tre
LB001970,CB000473,MB0012,2024-03-04 19:30:00,2024-03-04 21:57:00,Dung gio
LB001971,CB000434,MB0077,2024-03-15 14:30:00,2024-03-16 01:21:00,Dung gio
LB001972,CB000473,MB0022,2024-11-24 03:45:00,2024-11-24 10:41:00,Dung gio
LB001973,CB000327,MB0061,2025-07-23 06:15:00,2025-07-23 11:03:00,Tre
LB001974,CB000225,MB0071,2024-10-19 07:15:00,2024-10-19 20:24:00,Dung gio
LB001975,CB000223,MB0089,2025-06-25 06:00:00,2025-06-25 16:26:00,Dung gio
LB001976,CB000323,MB0070,2024-04-08 06:00:00,2024-04-08 20:19:00,Dung gio
LB001977,CB000458,MB0001,2025-01-03 13:00:00,2025-01-03 19:18:00,Dung gio
LB001978,CB000350,MB0076,2025-10-19 16:45:00,2025-10-19 20:29:00,Dung gio
LB001979,CB000293,MB0089,2025-04-30 16:30:00,2025-04-30 23:05:00,Huy
LB001980,CB000461,MB0060,2024-05-21 02:45:00,2024-05-21 10:32:00,Tre
LB001981,CB000448,MB0012,2025-08-05 02:15:00,2025-08-05 16:06:00,Huy
LB001982,CB000153,MB0015,2024-04-30 15:15:00,2024-04-30 16:37:00,Huy
LB001983,CB000277,MB0037,2024-01-24 07:30:00,2024-01-24 22:08:00,Dung gio
LB001984,CB000200,MB0074,2025-01-01 02:15:00,2025-01-01 07:39:00,Dung gio
LB001985,CB000274,MB0061,2024-09-04 16:30:00,2024-09-04 23:48:00,Huy
LB001986,CB000030,MB0059,2025-12-15 03:45:00,2025-12-15 08:44:00,Dung gio
LB001987,CB000017,MB0037,2025-03-07 08:15:00,2025-03-07 14:27:00,Dung gio
LB001988,CB000072,MB0024,2025-07-14 23:30:00,2025-07-15 12:55:00,Dung gio
LB001989,CB000121,MB0054,2024-03-15 18:00:00,2024-03-16 00:24:00,Dung gio
LB001990,CB000487,MB0047,2025-09-04 23:00:00,2025-09-05 14:38:00,Huy
LB001991,CB000246,MB0017,2024-10-04 23:00:00,2024-10-05 01:16:00,Dung gio
LB001992,CB000255,MB0056,2024-08-18 20:30:00,2024-08-19 04:21:00,Tre
LB001993,CB000156,MB0084,2024-08-21 00:00:00,2024-08-21 00:56:00,Dung gio
LB001994,CB000274,MB0063,2025-01-23 21:00:00,2025-01-24 06:55:00,Tre
LB001995,CB000027,MB0044,2025-01-21 22:15:00,2025-01-22 06:05:00,Tre
LB001996,CB000282,MB0017,2024-04-28 14:00:00,2024-04-29 05:48:00,Huy
LB001997,CB000463,MB0043,2024-12-26 06:30:00,2024-12-26 14:27:00,Dung gio
LB001998,CB000122,MB0025,2024-04-04 18:00:00,2024-04-04 22:22:00,Tre
LB001999,CB000383,MB0078,2025-07-03 18:00:00,2025-07-04 08:11:00,Dung gio
LB002000,CB000448,MB0076,2024-09-12 01:00:00,2024-09-12 02:28:00,Dung gio
