MaHanhLy,MaVe,TrongLuong,LoaiHanhLy
HL00003809,VE00049178,5.19,Xach tay
HL00003810,VE00033527,13.45,Ky gui
HL00003811,VE00070089,1.71,Xach tay
HL00003812,VE00006369,2.22,Xach tay
HL00003813,VE00077847,14.47,Ky gui
HL00003814,VE00006287,29.19,Ky gui
HL00003815,VE00014171,30.9,Ky gui
HL00003816,VE00002588,1.22,Xach tay
HL00003817,VE00006323,29.54,Ky gui
HL00003818,VE00015177,20.13,Ky gui
HL00003819,VE00058238,19.53,Ky gui
HL00003820,VE00049841,5.02,Xach tay
HL00003821,VE00071734,1.09,Xach tay
HL00003822,VE00033127,28.68,Ky gui
HL00003823,VE00062181,2.21,Xach tay
HL00003824,VE00020071,19.39,Ky gui
HL00003825,VE00026935,6.49,Xach tay
HL00003826,VE00001220,6.71,Xach tay
HL00003827,VE00039468,28.96,Ky gui
HL00003828,VE00055165,4.21,Xach tay
HL00003829,VE00013236,7.0,Xach tay
HL00003830,VE00013236,16.95,Ky gui
HL00003831,VE00068198,4.06,Xach tay
HL00003832,VE00068198,23.02,Ky gui
HL00003833,VE00035387,3.71,Xach tay
HL00003834,VE00079382,31.55,Ky gui
HL00003835,VE00017979,1.97,Xach tay
HL00003836,VE00054897,10.83,Ky gui
HL00003837,VE00013752,2.08,Xach tay
HL00003838,VE00013752,5.56,Ky gui
HL00003839,VE00067055,27.62,Ky gui
HL00003840,VE00015432,4.08,Xach tay
HL00003841,VE00037055,16.13,Ky gui
HL00003842,VE00014944,20.68,Ky gui
HL00003843,VE00013929,28.99,Ky gui
HL00003844,VE00026038,24.08,Ky gui
HL00003845,VE00026182,12.12,Ky gui
HL00003846,VE00034472,6.35,Xach tay
HL00003847,VE00026434,2.82,Xach tay
HL00003848,VE00053708,6.09,Xach tay
HL00003849,VE00021021,4.0,Xach tay
HL00003850,VE00005165,6.88,Xach tay
HL00003851,VE00071846,18.7,Ky gui
HL00003852,VE00065059,2.54,Xach tay
HL00003853,VE00027223,21.31,Ky gui
HL00003854,VE00063002,24.37,Ky gui
HL00003855,VE00043333,19.96,Ky gui
HL00003856,VE00000359,4.23,Xach tay
HL00003857,VE00001672,4.52,Xach tay
HL00003858,VE00001672,18.42,Ky gui
HL00003859,VE00011666,6.7,Xach tay
HL00003860,VE00014475,4.14,Xach tay
HL00003861,VE00075256,6.55,Ky gui
HL00003862,VE00064764,6.14,Xach tay
HL00003863,VE00019549,4.93,Xach tay
HL00003864,VE00011808,5.17,Xach tay
HL00003865,VE00011808,20.38,Ky gui
HL00003866,VE00009837,24.27,Ky gui
HL00003867,VE00013277,5.08,Xach tay
HL00003868,VE00059868,3.44,Xach tay
HL00003869,VE00038801,23.22,Ky gui
HL00003870,VE00034620,4.2,Xach tay
HL00003871,VE00013083,4.01,Xach tay
HL00003872,VE00022899,13.49,Ky gui
HL00003873,VE00005171,4.46,Xach tay
HL00003874,VE00005171,24.23,Ky gui
HL00003875,VE00038086,1.28,Xach tay
HL00003876,VE00040988,19.3,Ky gui
HL00003877,VE00055837,24.78,Ky gui
HL00003878,VE00015192,4.41,Xach tay
HL00003879,VE00012452,9.84,Ky gui
HL00003880,VE00006015,4.72,Xach tay
HL00003881,VE00018140,1.28,Xach tay
HL00003882,VE00043079,6.65,Xach tay
HL00003883,VE00043079,20.5,Ky gui
HL00003884,VE00057373,3.15,Xach tay
HL00003885,VE00035168,8.74,Ky gui
HL00003886,VE00012184,1.12,Xach tay
HL00003887,VE00048841,5.1,Xach tay
HL00003888,VE00023970,1.7,Xach tay
HL00003889,VE00014921,1.97,Xach tay
HL00003890,VE00052462,14.17,Ky gui
HL00003891,VE00059840,19.14,Ky gui
HL00003892,VE00035630,4.44,Xach tay
HL00003893,VE00035630,31.51,Ky gui
HL00003894,VE00050557,2.93,Xach tay
HL00003895,VE00050557,9.55,Ky gui
HL00003896,VE00055279,5.13,Ky gui
HL00003897,VE00021861,0.68,Xach tay
HL00003898,VE00017369,28.2,Ky gui
HL00003899,VE00020893,4.54,Xach tay
HL00003900,VE00013594,1.92,Xach tay
HL00003901,VE00054530,6.17,Xach tay
HL00003902,VE00063266,20.5,Ky gui
HL00003903,VE00057431,28.75,Ky gui
HL00003904,VE00023759,1.47,Xach tay
HL00003905,VE00049775,5.82,Ky gui
HL00003906,VE00047003,3.99,Xach tay
HL00003907,VE00047003,30.87,Ky gui
HL00003908,VE00017126,13.41,Ky gui
HL00003909,VE00063319,2.77,Xach tay
HL00003910,VE00063980,3.87,Xach tay
HL00003911,VE00053908,4.42,Xach tay
HL00003912,VE00041188,15.5,Ky gui
HL00003913,VE00068789,1.26,Xach tay
HL00003914,VE00074058,14.14,Ky gui
HL00003915,VE00029359,2.06,Xach tay
HL00003916,VE00044342,10.09,Ky gui
HL00003917,VE00068040,2.83,Xach tay
HL00003918,VE00056735,29.56,Ky gui
HL00003919,VE00032582,27.65,Ky gui
HL00003920,VE00063168,3.88,Xach tay
HL00003921,VE00063168,22.91,Ky gui
HL00003922,VE00045319,3.93,Xach tay
HL00003923,VE00050447,19.36,Ky gui
HL00003924,VE00019485,4.05,Xach tay
HL00003925,VE00073184,2.58,Xach tay
HL00003926,VE00001527,1.79,Xach tay
HL00003927,VE00066266,3.33,Xach tay
HL00003928,VE00061511,0.65,Xach tay
HL00003929,VE00061511,7.82,Ky gui
HL00003930,VE00064991,21.46,Ky gui
HL00003931,VE00021680,6.95,Xach tay
HL00003932,VE00009813,25.81,Ky gui
HL00003933,VE00064442,19.24,Ky gui
HL00003934,VE00042027,6.65,Xach tay
HL00003935,VE00042027,13.29,Ky gui
HL00003936,VE00031575,29.31,Ky gui
HL00003937,VE00043372,22.31,Ky gui
HL00003938,VE00006600,19.43,Ky gui
HL00003939,VE00066445,2.47,Xach tay
HL00003940,VE00066445,10.08,Ky gui
HL00003941,VE00072155,5.87,Xach tay
HL00003942,VE00072155,28.59,Ky gui
HL00003943,VE00049629,19.15,Ky gui
HL00003944,VE00052859,2.91,Xach tay
HL00003945,VE00030802,29.59,Ky gui
HL00003946,VE00010333,6.67,Xach tay
HL00003947,VE00010333,29.09,Ky gui
HL00003948,VE00060175,6.97,Ky gui
HL00003949,VE00058221,1.84,Xach tay
HL00003950,VE00075109,5.42,Ky gui
HL00003951,VE00011537,4.98,Xach tay
HL00003952,VE00058599,2.06,Xach tay
HL00003953,VE00058599,26.97,Ky gui
HL00003954,VE00041427,31.58,Ky gui
HL00003955,VE00002330,15.04,Ky gui
HL00003956,VE00013454,6.21,Ky gui
HL00003957,VE00052880,2.1,Xach tay
HL00003958,VE00054047,28.81,Ky gui
HL00003959,VE00004697,4.21,Xach tay
HL00003960,VE00071972,10.53,Ky gui
HL00003961,VE00011914,12.36,Ky gui
HL00003962,VE00079195,16.23,Ky gui
HL00003963,VE00039925,2.31,Xach tay
HL00003964,VE00073707,18.18,Ky gui
HL00003965,VE00027113,21.92,Ky gui
HL00003966,VE00059797,5.02,Xach tay
HL00003967,VE00044677,4.81,Xach tay
HL00003968,VE00047625,4.64,Xach tay
HL00003969,VE00007114,6.36,Xach tay
HL00003970,VE00029219,1.69,Xach tay
HL00003971,VE00059567,6.63,Xach tay
HL00003972,VE00043513,4.93,Xach tay
HL00003973,VE00078637,3.99,Xach tay
HL00003974,VE00062015,4.21,Xach tay
HL00003975,VE00047618,1.28,Xach tay
HL00003976,VE00059315,28.87,Ky gui
HL00003977,VE00029065,18.45,Ky gui
HL00003978,VE00000288,6.97,Xach tay
HL00003979,VE00044743,1.21,Xach tay
HL00003980,VE00046549,5.92,Xach tay
HL00003981,VE00038271,5.46,Xach tay
HL00003982,VE00071787,11.53,Ky gui
HL00003983,VE00068418,16.83,Ky gui
HL00003984,VE00049007,4.38,Xach tay
HL00003985,VE00013936,6.57,Xach tay
HL00003986,VE00013936,25.7,Ky gui
HL00003987,VE00006001,1.87,Xach tay
HL00003988,VE00021517,4.2,Xach tay
HL00003989,VE00018409,6.68,Xach tay
HL00003990,VE00014020,1.8,Xach tay
HL00003991,VE00033331,15.57,Ky gui
HL00003992,VE00025680,2.4,Xach tay
HL00003993,VE00024582,1.7,Xach tay
HL00003994,VE00024582,10.25,Ky gui
HL00003995,VE00015827,16.85,Ky gui
HL00003996,VE00028258,2.1,Xach tay
HL00003997,VE00028258,19.27,Ky gui
HL00003998,VE00059906,8.87,Ky gui
HL00003999,VE00014126,4.95,Xach tay
HL00004000,VE00014126,16.07,Ky gui
HL00004001,VE00054326,21.7,Ky gui
HL00004002,VE00006095,6.56,Xach tay
HL00004003,VE00077177,1.43,Xach tay
HL00004004,VE00016151,2.02,Xach tay
HL00004005,VE00059951,4.16,Xach tay
HL00004006,VE00077243,25.75,Ky gui
HL00004007,VE00066087,1.96,Xach tay
HL00004008,VE00017648,20.22,Ky gui
HL00004009,VE00065383,4.72,Xach tay
HL00004010,VE00065383,29.59,Ky gui
HL00004011,VE00069516,12.63,Ky gui
HL00004012,VE00006367,17.14,Ky gui
HL00004013,VE00056730,23.44,Ky gui
HL00004014,VE00076693,14.32,Ky gui
HL00004015,VE00075833,6.48,Xach tay
HL00004016,VE00022761,3.99,Xach tay
HL00004017,VE00016828,1.44,Xach tay
HL00004018,VE00013574,9.71,Ky gui
HL00004019,VE00042185,0.64,Xach tay
HL00004020,VE00066075,8.89,Ky gui
HL00004021,VE00050419,5.12,Xach tay
HL00004022,VE00054876,11.13,Ky gui
HL00004023,VE00032538,5.96,Xach tay
HL00004024,VE00035861,6.62,Xach tay
HL00004025,VE00052150,3.22,Xach tay
HL00004026,VE00044940,16.99,Ky gui
HL00004027,VE00038558,2.86,Xach tay
HL00004028,VE00059356,3.09,Xach tay
HL00004029,VE00017482,10.56,Ky gui
HL00004030,VE00018112,1.74,Xach tay
HL00004031,VE00054100,6.18,Xach tay
HL00004032,VE00078975,21.71,Ky gui
HL00004033,VE00039180,25.63,Ky gui
HL00004034,VE00071803,4.69,Xach tay
HL00004035,VE00041145,1.42,Xach tay
HL00004036,VE00072560,4.74,Xach tay
HL00004037,VE00028488,5.91,Xach tay
HL00004038,VE00026331,21.84,Ky gui
HL00004039,VE00027488,1.91,Xach tay
HL00004040,VE00027488,19.9,Ky gui
HL00004041,VE00038087,3.0,Xach tay
HL00004042,VE00045259,9.87,Ky gui
HL00004043,VE00017390,5.01,Xach tay
HL00004044,VE00023307,4.84,Xach tay
HL00004045,VE00071106,5.35,Xach tay
HL00004046,VE00042256,9.21,Ky gui
HL00004047,VE00015127,5.58,Xach tay
HL00004048,VE00046169,3.17,Xach tay
HL00004049,VE00073700,6.14,Xach tay
HL00004050,VE00062964,6.55,Xach tay
HL00004051,VE00076390,6.56,Xach tay
HL00004052,VE00074795,24.85,Ky gui
HL00004053,VE00069980,26.25,Ky gui
HL00004054,VE00037478,0.56,Xach tay
HL00004055,VE00037478,28.28,Ky gui
HL00004056,VE00055364,6.04,Xach tay
HL00004057,VE00055364,13.46,Ky gui
HL00004058,VE00068516,1.48,Xach tay
HL00004059,VE00013956,5.96,Xach tay
HL00004060,VE00003313,6.41,Xach tay
HL00004061,VE00049922,27.36,Ky gui
HL00004062,VE00019049,5.07,Xach tay
HL00004063,VE00006956,1.16,Xach tay
HL00004064,VE00007420,29.32,Ky gui
HL00004065,VE00026202,3.2,Xach tay
HL00004066,VE00021095,21.69,Ky gui
HL00004067,VE00037568,4.09,Xach tay
HL00004068,VE00032842,6.89,Xach tay
HL00004069,VE00019193,29.4,Ky gui
HL00004070,VE00026739,8.96,Ky gui
HL00004071,VE00070933,5.41,Xach tay
HL00004072,VE00004235,2.98,Xach tay
HL00004073,VE00047014,1.61,Xach tay
HL00004074,VE00059323,4.97,Xach tay
HL00004075,VE00059323,27.08,Ky gui
HL00004076,VE00073648,9.91,Ky gui
HL00004077,VE00031143,28.91,Ky gui
HL00004078,VE00006158,1.38,Xach tay
HL00004079,VE00006158,13.1,Ky gui
HL00004080,VE00050015,1.47,Xach tay
HL00004081,VE00040981,23.06,Ky gui
HL00004082,VE00007052,5.12,Xach tay
HL00004083,VE00032944,4.42,Xach tay
HL00004084,VE00032944,26.58,Ky gui
HL00004085,VE00026620,6.29,Xach tay
HL00004086,VE00026620,16.28,Ky gui
HL00004087,VE00058074,6.03,Xach tay
HL00004088,VE00029564,2.32,Xach tay
HL00004089,VE00048201,29.73,Ky gui
HL00004090,VE00077121,6.39,Xach tay
HL00004091,VE00071646,2.05,Xach tay
HL00004092,VE00071646,13.28,Ky gui
HL00004093,VE00079088,3.31,Xach tay
HL00004094,VE00025752,5.37,Xach tay
HL00004095,VE00025752,25.51,Ky gui
HL00004096,VE00025363,1.02,Xach tay
HL00004097,VE00038559,8.53,Ky gui
HL00004098,VE00023256,24.84,Ky gui
HL00004099,VE00009761,2.97,Xach tay
HL00004100,VE00009761,29.42,Ky gui
HL00004101,VE00024508,0.73,Xach tay
HL00004102,VE00022780,23.82,Ky gui
HL00004103,VE00067351,5.72,Xach tay
HL00004104,VE00049441,15.99,Ky gui
HL00004105,VE00005327,6.63,Xach tay
HL00004106,VE00056166,19.91,Ky gui
HL00004107,VE00036584,2.23,Xach tay
HL00004108,VE00017049,4.83,Xach tay
HL00004109,VE00017049,13.6,Ky gui
HL00004110,VE00021094,8.07,Ky gui
HL00004111,VE00033426,26.77,Ky gui
HL00004112,VE00000740,0.98,Xach tay
HL00004113,VE00043328,1.5,Xach tay
HL00004114,VE00061123,26.03,Ky gui
HL00004115,VE00005236,0.59,Xach tay
HL00004116,VE00005236,26.79,Ky gui
HL00004117,VE00042288,9.22,Ky gui
HL00004118,VE00078235,28.53,Ky gui
HL00004119,VE00006666,6.18,Xach tay
HL00004120,VE00064298,7.86,Ky gui
HL00004121,VE00075062,5.08,Xach tay
HL00004122,VE00072111,5.35,Xach tay
HL00004123,VE00046935,1.1,Xach tay
HL00004124,VE00046935,30.69,Ky gui
HL00004125,VE00009553,5.65,Xach tay
HL00004126,VE00009553,11.29,Ky gui
HL00004127,VE00041663,1.02,Xach tay
HL00004128,VE00041663,13.65,Ky gui
HL00004129,VE00068865,17.85,Ky gui
HL00004130,VE00028831,6.92,Xach tay
HL00004131,VE00024101,10.02,Ky gui
HL00004132,VE00068237,4.9,Xach tay
HL00004133,VE00066210,1.7,Xach tay
HL00004134,VE00066210,5.17,Ky gui
HL00004135,VE00020890,1.79,Xach tay
HL00004136,VE00054517,4.02,Xach tay
HL00004137,VE00070391,23.98,Ky gui
HL00004138,VE00052877,1.72,Xach tay
HL00004139,VE00052877,13.68,Ky gui
HL00004140,VE00045797,4.63,Xach tay
HL00004141,VE00028993,21.24,Ky gui
HL00004142,VE00027965,12.71,Ky gui
HL00004143,VE00043501,5.86,Xach tay
HL00004144,VE00043394,19.32,Ky gui
HL00004145,VE00047291,31.14,Ky gui
HL00004146,VE00038480,5.4,Xach tay
HL00004147,VE00028633,0.91,Xach tay
HL00004148,VE00028633,14.29,Ky gui
HL00004149,VE00069534,21.74,Ky gui
HL00004150,VE00062241,7.16,Ky gui
HL00004151,VE00073576,24.33,Ky gui
HL00004152,VE00001154,5.34,Xach tay
HL00004153,VE00001154,7.38,Ky gui
HL00004154,VE00015037,29.74,Ky gui
HL00004155,VE00045352,4.93,Xach tay
HL00004156,VE00058415,6.78,Ky gui
HL00004157,VE00031503,5.96,Xach tay
HL00004158,VE00031959,5.32,Xach tay
HL00004159,VE00005227,3.75,Xach tay
HL00004160,VE00042066,13.46,Ky gui
HL00004161,VE00014861,4.32,Xach tay
HL00004162,VE00050578,2.79,Xach tay
HL00004163,VE00050578,17.55,Ky gui
HL00004164,VE00033632,6.5,Xach tay
HL00004165,VE00070810,31.25,Ky gui
HL00004166,VE00037071,6.34,Xach tay
HL00004167,VE00003239,1.42,Xach tay
HL00004168,VE00067747,16.33,Ky gui
HL00004169,VE00049147,1.41,Xach tay
HL00004170,VE00049147,13.55,Ky gui
HL00004171,VE00066681,15.78,Ky gui
HL00004172,VE00058401,5.64,Xach tay
HL00004173,VE00058401,22.87,Ky gui
HL00004174,VE00063807,4.35,Xach tay
HL00004175,VE00005748,1.12,Xach tay
HL00004176,VE00038855,1.47,Xach tay
HL00004177,VE00025233,0.64,Xach tay
HL00004178,VE00041985,2.47,Xach tay
HL00004179,VE00010794,11.15,Ky gui
HL00004180,VE00012578,5.2,Xach tay
HL00004181,VE00021941,6.66,Xach tay
HL00004182,VE00070514,6.8,Xach tay
HL00004183,VE00069889,6.75,Xach tay
HL00004184,VE00069889,6.81,Ky gui
HL00004185,VE00000961,3.6,Xach tay
HL00004186,VE00008582,2.03,Xach tay
HL00004187,VE00027942,16.24,Ky gui
HL00004188,VE00055602,2.5,Xach tay
HL00004189,VE00055602,9.28,Ky gui
HL00004190,VE00013622,23.47,Ky gui
HL00004191,VE00026946,1.29,Xach tay
HL00004192,VE00070485,2.33,Xach tay
HL00004193,VE00057048,26.79,Ky gui
HL00004194,VE00020153,6.81,Xach tay
HL00004195,VE00003114,3.41,Xach tay
HL00004196,VE00003114,16.26,Ky gui
HL00004197,VE00060192,2.62,Xach tay
HL00004198,VE00043479,6.17,Xach tay
HL00004199,VE00004966,6.45,Xach tay
HL00004200,VE00009601,19.98,Ky gui
HL00004201,VE00023330,13.94,Ky gui
HL00004202,VE00033019,1.33,Xach tay
HL00004203,VE00009233,4.61,Xach tay
HL00004204,VE00029838,4.35,Xach tay
HL00004205,VE00033902,5.83,Xach tay
HL00004206,VE00053430,3.55,Xach tay
HL00004207,VE00050861,3.82,Xach tay
HL00004208,VE00050861,7.58,Ky gui
HL00004209,VE00059130,21.84,Ky gui
HL00004210,VE00053012,3.69,Xach tay
HL00004211,VE00053012,21.27,Ky gui
HL00004212,VE00002214,3.42,Xach tay
HL00004213,VE00051053,26.36,Ky gui
HL00004214,VE00015507,1.43,Xach tay
HL00004215,VE00070102,6.59,Ky gui
HL00004216,VE00000774,4.61,Xach tay
HL00004217,VE00008289,5.86,Xach tay
HL00004218,VE00076757,1.45,Xach tay
HL00004219,VE00009515,2.58,Xach tay
HL00004220,VE00065908,19.48,Ky gui
HL00004221,VE00013912,22.44,Ky gui
HL00004222,VE00039499,8.25,Ky gui
HL00004223,VE00079504,24.86,Ky gui
HL00004224,VE00011339,5.69,Xach tay
HL00004225,VE00057368,5.64,Xach tay
HL00004226,VE00049993,5.82,Xach tay
HL00004227,VE00051789,2.2,Xach tay
HL00004228,VE00051789,8.89,Ky gui
HL00004229,VE00004040,4.74,Xach tay
HL00004230,VE00004040,25.58,Ky gui
HL00004231,VE00062127,3.52,Xach tay
HL00004232,VE00062127,29.56,Ky gui
HL00004233,VE00020490,4.57,Xach tay
HL00004234,VE00069923,21.03,Ky gui
HL00004235,VE00028819,7.91,Ky gui
HL00004236,VE00017876,2.29,Xach tay
HL00004237,VE00051249,17.24,Ky gui
HL00004238,VE00071530,1.34,Xach tay
HL00004239,VE00018885,6.14,Xach tay
HL00004240,VE00039067,14.96,Ky gui
HL00004241,VE00048907,5.18,Xach tay
HL00004242,VE00001462,21.98,Ky gui
HL00004243,VE00072552,15.68,Ky gui
HL00004244,VE00072755,5.93,Xach tay
HL00004245,VE00018531,2.34,Xach tay
HL00004246,VE00018531,20.27,Ky gui
HL00004247,VE00016153,28.85,Ky gui
HL00004248,VE00005476,5.16,Xach tay
HL00004249,VE00005476,8.56,Ky gui
HL00004250,VE00000660,0.94,Xach tay
HL00004251,VE00000660,9.09,Ky gui
HL00004252,VE00075068,30.38,Ky gui
HL00004253,VE00078205,5.41,Xach tay
HL00004254,VE00070406,3.18,Xach tay
HL00004255,VE00071766,18.3,Ky gui
HL00004256,VE00011158,19.17,Ky gui
HL00004257,VE00039937,15.69,Ky gui
HL00004258,VE00027533,5.85,Xach tay
HL00004259,VE00045070,17.11,Ky gui
HL00004260,VE00027753,6.42,Xach tay
HL00004261,VE00054088,2.06,Xach tay
HL00004262,VE00067182,20.06,Ky gui
HL00004263,VE00018672,5.98,Xach tay
HL00004264,VE00018672,11.09,Ky gui
HL00004265,VE00021097,1.92,Xach tay
HL00004266,VE00021097,11.28,Ky gui
HL00004267,VE00024117,6.16,Xach tay
HL00004268,VE00028940,13.72,Ky gui
HL00004269,VE00033128,23.1,Ky gui
HL00004270,VE00025471,5.48,Xach tay
HL00004271,VE00025471,18.29,Ky gui
HL00004272,VE00015024,23.82,Ky gui
HL00004273,VE00023771,6.08,Ky gui
HL00004274,VE00074357,10.64,Ky gui
HL00004275,VE00007129,5.19,Ky gui
HL00004276,VE00071940,20.7,Ky gui
HL00004277,VE00060459,6.34,Xach tay
HL00004278,VE00009588,1.88,Xach tay
HL00004279,VE00038097,29.71,Ky gui
HL00004280,VE00008830,12.6,Ky gui
HL00004281,VE00032859,18.79,Ky gui
HL00004282,VE00012872,1.81,Xach tay
HL00004283,VE00025876,14.03,Ky gui
HL00004284,VE00063858,2.19,Xach tay
HL00004285,VE00043366,2.35,Xach tay
HL00004286,VE00046811,4.42,Xach tay
HL00004287,VE00046811,22.59,Ky gui
HL00004288,VE00016806,15.95,Ky gui
HL00004289,VE00030741,0.77,Xach tay
HL00004290,VE00013114,25.06,Ky gui
HL00004291,VE00009150,4.21,Xach tay
HL00004292,VE00041653,27.49,Ky gui
HL00004293,VE00063683,28.94,Ky gui
HL00004294,VE00059068,14.75,Ky gui
HL00004295,VE00043037,4.57,Xach tay
HL00004296,VE00043037,20.3,Ky gui
HL00004297,VE00076569,3.82,Xach tay
HL00004298,VE00019975,1.91,Xach tay
HL00004299,VE00074129,2.67,Xach tay
HL00004300,VE00074300,5.18,Xach tay
HL00004301,VE00047775,17.36,Ky gui
HL00004302,VE00041463,5.4,Xach tay
HL00004303,VE00000634,4.38,Xach tay
HL00004304,VE00041054,23.01,Ky gui
HL00004305,VE00029036,1.2,Xach tay
HL00004306,VE00029036,5.01,Ky gui
HL00004307,VE00057164,0.83,Xach tay
HL00004308,VE00057164,5.3,Ky gui
HL00004309,VE00036265,0.5,Xach tay
HL00004310,VE00047119,5.24,Xach tay
HL00004311,VE00043459,2.89,Xach tay
HL00004312,VE00043459,22.44,Ky gui
HL00004313,VE00060667,15.07,Ky gui
HL00004314,VE00058374,4.75,Xach tay
HL00004315,VE00047021,0.73,Xach tay
HL00004316,VE00040039,1.42,Xach tay
HL00004317,VE00063829,6.56,Xach tay
HL00004318,VE00023039,4.64,Xach tay
HL00004319,VE00010745,28.77,Ky gui
HL00004320,VE00018351,1.23,Xach tay
HL00004321,VE00070598,17.29,Ky gui
HL00004322,VE00034503,12.37,Ky gui
HL00004323,VE00010023,4.16,Xach tay
HL00004324,VE00010023,6.71,Ky gui
HL00004325,VE00009883,10.82,Ky gui
HL00004326,VE00002442,2.95,Xach tay
HL00004327,VE00066477,3.31,Xach tay
HL00004328,VE00066477,17.57,Ky gui
HL00004329,VE00004089,0.59,Xach tay
HL00004330,VE00075878,30.9,Ky gui
HL00004331,VE00077338,24.41,Ky gui
HL00004332,VE00027887,2.24,Xach tay
HL00004333,VE00004805,31.01,Ky gui
HL00004334,VE00072299,4.98,Xach tay
HL00004335,VE00034160,31.89,Ky gui
HL00004336,VE00071234,4.16,Xach tay
HL00004337,VE00071234,28.14,Ky gui
HL00004338,VE00070737,23.98,Ky gui
HL00004339,VE00061880,24.32,Ky gui
HL00004340,VE00047949,12.74,Ky gui
HL00004341,VE00051446,2.89,Xach tay
HL00004342,VE00051446,27.16,Ky gui
HL00004343,VE00029270,15.08,Ky gui
HL00004344,VE00038142,19.6,Ky gui
HL00004345,VE00017549,4.66,Xach tay
HL00004346,VE00060910,4.27,Xach tay
HL00004347,VE00065684,6.89,Xach tay
HL00004348,VE00066901,8.99,Ky gui
HL00004349,VE00011870,29.01,Ky gui
HL00004350,VE00052008,16.01,Ky gui
HL00004351,VE00065821,2.15,Xach tay
HL00004352,VE00065821,8.72,Ky gui
HL00004353,VE00031311,17.17,Ky gui
HL00004354,VE00021738,23.37,Ky gui
HL00004355,VE00018399,6.47,Xach tay
HL00004356,VE00020870,2.72,Xach tay
HL00004357,VE00023481,25.11,Ky gui
HL00004358,VE00074163,31.39,Ky gui
HL00004359,VE00019163,27.27,Ky gui
HL00004360,VE00063374,5.85,Xach tay
HL00004361,VE00028682,19.03,Ky gui
HL00004362,VE00063917,11.88,Ky gui
HL00004363,VE00030376,30.44,Ky gui
HL00004364,VE00008240,23.47,Ky gui
HL00004365,VE00034650,18.21,Ky gui
HL00004366,VE00048423,5.94,Xach tay
HL00004367,VE00030674,6.59,Xach tay
HL00004368,VE00005611,27.12,Ky gui
HL00004369,VE00027103,2.78,Xach tay
HL00004370,VE00067881,5.39,Xach tay
HL00004371,VE00047350,4.66,Xach tay
HL00004372,VE00061562,5.92,Xach tay
HL00004373,VE00006087,0.5,Xach tay
HL00004374,VE00005231,18.62,Ky gui
HL00004375,VE00042477,1.44,Xach tay
HL00004376,VE00013530,6.68,Xach tay
HL00004377,VE00013530,11.53,Ky gui
HL00004378,VE00068338,5.86,Xach tay
HL00004379,VE00035848,7.61,Ky gui
HL00004380,VE00034514,5.63,Ky gui
HL00004381,VE00075843,1.29,Xach tay
HL00004382,VE00075843,10.01,Ky gui
HL00004383,VE00071350,6.93,Ky gui
HL00004384,VE00074733,6.68,Xach tay
HL00004385,VE00022787,2.82,Xach tay
HL00004386,VE00049370,5.04,Xach tay
HL00004387,VE00049614,3.02,Xach tay
HL00004388,VE00047881,3.29,Xach tay
HL00004389,VE00077029,17.92,Ky gui
HL00004390,VE00010203,6.13,Ky gui
HL00004391,VE00067721,0.7,Xach tay
HL00004392,VE00032976,0.7,Xach tay
HL00004393,VE00049327,28.25,Ky gui
HL00004394,VE00029216,4.0,Xach tay
HL00004395,VE00067682,4.98,Xach tay
HL00004396,VE00067682,21.75,Ky gui
HL00004397,VE00053195,6.81,Xach tay
HL00004398,VE00046256,0.68,Xach tay
HL00004399,VE00045225,3.67,Xach tay
HL00004400,VE00045225,29.46,Ky gui
HL00004401,VE00063814,4.03,Xach tay
HL00004402,VE00063192,5.21,Xach tay
HL00004403,VE00063192,24.32,Ky gui
HL00004404,VE00000865,5.37,Xach tay
HL00004405,VE00065777,6.9,Xach tay
HL00004406,VE00018215,2.51,Xach tay
HL00004407,VE00018215,25.98,Ky gui
HL00004408,VE00021707,3.17,Xach tay
HL00004409,VE00030146,1.33,Xach tay
HL00004410,VE00030146,28.29,Ky gui
HL00004411,VE00010105,30.26,Ky gui
HL00004412,VE00067442,3.76,Xach tay
HL00004413,VE00036807,5.03,Xach tay
HL00004414,VE00027724,6.51,Xach tay
HL00004415,VE00019693,6.32,Ky gui
HL00004416,VE00024499,23.85,Ky gui
HL00004417,VE00020626,6.36,Xach tay
HL00004418,VE00047478,1.56,Xach tay
HL00004419,VE00078909,2.65,Xach tay
HL00004420,VE00015510,1.51,Xach tay
HL00004421,VE00030192,10.38,Ky gui
HL00004422,VE00054345,0.54,Xach tay
HL00004423,VE00043284,26.78,Ky gui
HL00004424,VE00063114,6.18,Ky gui
HL00004425,VE00062760,2.71,Xach tay
HL00004426,VE00062787,27.83,Ky gui
HL00004427,VE00027618,3.39,Xach tay
HL00004428,VE00077437,29.61,Ky gui
HL00004429,VE00021135,1.4,Xach tay
HL00004430,VE00053858,30.56,Ky gui
HL00004431,VE00002943,16.83,Ky gui
HL00004432,VE00031939,5.04,Xach tay
HL00004433,VE00005656,3.91,Xach tay
HL00004434,VE00005656,23.73,Ky gui
HL00004435,VE00016763,7.87,Ky gui
HL00004436,VE00075169,2.31,Xach tay
HL00004437,VE00077641,16.4,Ky gui
HL00004438,VE00021120,2.21,Xach tay
HL00004439,VE00021120,30.61,Ky gui
HL00004440,VE00017659,3.11,Xach tay
HL00004441,VE00019250,1.55,Xach tay
HL00004442,VE00033851,22.95,Ky gui
HL00004443,VE00023598,6.98,Xach tay
