MaGia,MaLich,HangGhe,Gia,ThoiDiemBatDau,ThoiDiemKetThuc
MG0003759,LB001253,Hang nhat,38924000,2025-04-26 03:15:00,2025-05-21 02:15:00
MG0003760,LB001254,Pho thong,3248000,2024-07-01 09:45:00,2024-09-29 04:45:00
MG0003761,LB001254,Thuong gia,4270000,2024-06-01 09:45:00,2024-09-28 11:45:00
MG0003762,LB001254,Hang nhat,15549000,2024-08-26 09:45:00,2024-09-28 10:45:00
MG0003763,LB001255,Pho thong,3817000,2024-07-07 19:15:00,2024-07-30 16:15:00
MG0003764,LB001255,Thuong gia,12499000,2024-07-04 19:15:00,2024-07-30 05:15:00
MG0003765,LB001255,Hang nhat,38679000,2024-05-29 19:15:00,2024-07-30 17:15:00
MG0003766,LB001256,Pho thong,3023000,2024-04-01 13:15:00,2024-07-11 16:15:00
MG0003767,LB001256,Thuong gia,14855000,2024-03-10 13:15:00,2024-07-11 14:15:00
MG0003768,LB001256,Hang nhat,21523000,2024-02-06 13:15:00,2024-07-11 21:15:00
MG0003769,LB001257,Pho thong,1577000,2024-04-02 07:45:00,2024-09-24 16:45:00
MG0003770,LB001257,Thuong gia,14690000,2024-09-21 07:45:00,2024-09-25 01:45:00
MG0003771,LB001257,Hang nhat,33017000,2024-07-17 07:45:00,2024-09-24 13:45:00
MG0003772,LB001258,Pho thong,3999000,2025-10-11 20:45:00,2025-11-30 21:45:00
MG0003773,LB001258,Thuong gia,12075000,2025-10-11 20:45:00,2025-12-01 09:45:00
MG0003774,LB001258,Hang nhat,35412000,2025-10-01 20:45:00,2025-12-01 07:45:00
MG0003775,LB001259,Pho thong,2532000,2024-06-26 22:45:00,2024-11-27 02:45:00
MG0003776,LB001259,Thuong gia,8118000,2024-06-14 22:45:00,2024-11-27 15:45:00
MG0003777,LB001259,Hang nhat,10279000,2024-08-28 22:45:00,2024-11-27 05:45:00
MG0003778,LB001260,Pho thong,3968000,2025-07-02 13:30:00,2025-12-26 03:30:00
MG0003779,LB001260,Thuong gia,8927000,2025-12-07 13:30:00,2025-12-26 10:30:00
MG0003780,LB001260,Hang nhat,36961000,2025-12-08 13:30:00,2025-12-26 10:30:00
MG0003781,LB001261,Pho thong,3633000,2023-10-29 10:15:00,2024-02-22 10:15:00
MG0003782,LB001261,Thuong gia,11173000,2023-12-01 10:15:00,2024-02-22 11:15:00
MG0003783,LB001261,Hang nhat,20497000,2023-08-31 10:15:00,2024-02-22 15:15:00
MG0003784,LB001262,Pho thong,3917000,2025-06-12 22:00:00,2025-09-04 10:00:00
MG0003785,LB001262,Thuong gia,6603000,2025-05-02 22:00:00,2025-09-04 06:00:00
MG0003786,LB001262,Hang nhat,49964000,2025-04-29 22:00:00,2025-09-04 04:00:00
MG0003787,LB001263,Pho thong,1516000,2024-12-05 09:45:00,2025-01-24 14:45:00
MG0003788,LB001263,Thuong gia,8579000,2024-07-30 09:45:00,2025-01-24 19:45:00
MG0003789,LB001263,Hang nhat,28545000,2024-09-26 09:45:00,2025-01-24 20:45:00
MG0003790,LB001264,Pho thong,1397000,2025-03-27 01:15:00,2025-07-25 20:15:00
MG0003791,LB001264,Thuong gia,13480000,2025-04-16 01:15:00,2025-07-26 00:15:00
MG0003792,LB001264,Hang nhat,15975000,2025-05-03 01:15:00,2025-07-25 04:15:00
MG0003793,LB001265,Pho thong,4124000,2024-09-08 14:15:00,2024-12-13 00:15:00
MG0003794,LB001265,Thuong gia,10115000,2024-06-24 14:15:00,2024-12-13 09:15:00
MG0003795,LB001265,Hang nhat,10656000,2024-10-24 14:15:00,2024-12-13 10:15:00
MG0003796,LB001266,Pho thong,2217000,2024-11-16 04:30:00,2025-03-18 19:30:00
MG0003797,LB001266,Thuong gia,4900000,2025-03-11 04:30:00,2025-03-18 15:30:00
MG0003798,LB001266,Hang nhat,17598000,2024-10-27 04:30:00,2025-03-18 20:30:00
MG0003799,LB001267,Pho thong,2627000,2024-12-19 08:30:00,2025-05-25 18:30:00
MG0003800,LB001267,Thuong gia,3717000,2025-04-13 08:30:00,2025-05-25 10:30:00
MG0003801,LB001267,Hang nhat,38241000,2025-04-26 08:30:00,2025-05-25 21:30:00
MG0003802,LB001268,Pho thong,1788000,2024-04-21 19:30:00,2024-09-26 14:30:00
MG0003803,LB001268,Thuong gia,8886000,2024-05-20 19:30:00,2024-09-26 05:30:00
MG0003804,LB001268,Hang nhat,35218000,2024-07-07 19:30:00,2024-09-26 08:30:00
MG0003805,LB001269,Pho thong,1312000,2023-12-22 10:45:00,2024-06-16 14:45:00
MG0003806,LB001269,Thuong gia,11697000,2024-05-12 10:45:00,2024-06-16 23:45:00
MG0003807,LB001269,Hang nhat,32613000,2023-12-21 10:45:00,2024-06-16 22:45:00
MG0003808,LB001270,Pho thong,2678000,2025-07-03 20:45:00,2025-11-04 19:45:00
MG0003809,LB001270,Thuong gia,14335000,2025-07-18 20:45:00,2025-11-04 13:45:00
MG0003810,LB001270,Hang nhat,35355000,2025-05-09 20:45:00,2025-11-04 09:45:00
MG0003811,LB001271,Pho thong,2231000,2024-04-21 05:00:00,2024-08-22 11:00:00
MG0003812,LB001271,Thuong gia,14586000,2024-05-28 05:00:00,2024-08-23 00:00:00
MG0003813,LB001271,Hang nhat,33713000,2024-03-12 05:00:00,2024-08-22 06:00:00
MG0003814,LB001272,Pho thong,3166000,2025-02-19 13:00:00,2025-04-22 21:00:00
MG0003815,LB001272,Thuong gia,13569000,2025-04-16 13:00:00,2025-04-22 20:00:00
MG0003816,LB001272,Hang nhat,22866000,2025-01-12 13:00:00,2025-04-22 17:00:00
MG0003817,LB001273,Pho thong,3331000,2024-08-15 22:45:00,2024-12-31 07:45:00
MG0003818,LB001273,Thuong gia,7675000,2024-10-21 22:45:00,2024-12-31 07:45:00
MG0003819,LB001273,Hang nhat,15723000,2024-11-09 22:45:00,2024-12-30 23:45:00
MG0003820,LB001274,Pho thong,1738000,2024-05-13 03:30:00,2024-05-30 19:30:00
MG0003821,LB001274,Thuong gia,12898000,2024-05-28 03:30:00,2024-05-30 15:30:00
MG0003822,LB001274,Hang nhat,48267000,2024-01-26 03:30:00,2024-05-30 18:30:00
MG0003823,LB001275,Pho thong,4509000,2024-02-27 05:30:00,2024-07-02 09:30:00
MG0003824,LB001275,Thuong gia,10261000,2024-05-10 05:30:00,2024-07-02 09:30:00
MG0003825,LB001275,Hang nhat,45391000,2024-04-16 05:30:00,2024-07-02 05:30:00
MG0003826,LB001276,Pho thong,4121000,2023-08-21 16:15:00,2024-01-05 08:15:00
MG0003827,LB001276,Thuong gia,6132000,2023-09-16 16:15:00,2024-01-05 06:15:00
MG0003828,LB001276,Hang nhat,11153000,2023-11-27 16:15:00,2024-01-05 15:15:00
MG0003829,LB001277,Pho thong,2348000,2024-12-09 21:00:00,2025-05-25 18:00:00
MG0003830,LB001277,Thuong gia,7584000,2025-04-15 21:00:00,2025-05-25 00:00:00
MG0003831,LB001277,Hang nhat,14310000,2025-04-12 21:00:00,2025-05-25 10:00:00
MG0003832,LB001278,Pho thong,1631000,2025-09-16 21:00:00,2025-11-28 12:00:00
MG0003833,LB001278,Thuong gia,4955000,2025-06-23 21:00:00,2025-11-28 11:00:00
MG0003834,LB001278,Hang nhat,14957000,2025-10-24 21:00:00,2025-11-28 20:00:00
MG0003835,LB001279,Pho thong,1395000,2024-09-02 04:00:00,2024-11-26 16:00:00
MG0003836,LB001279,Thuong gia,8211000,2024-08-20 04:00:00,2024-11-26 07:00:00
MG0003837,LB001279,Hang nhat,23064000,2024-09-03 04:00:00,2024-11-26 22:00:00
MG0003838,LB001280,Pho thong,3176000,2025-10-26 15:45:00,2025-11-06 04:45:00
MG0003839,LB001280,Thuong gia,3670000,2025-06-11 15:45:00,2025-11-05 22:45:00
MG0003840,LB001280,Hang nhat,47078000,2025-10-01 15:45:00,2025-11-06 12:45:00
MG0003841,LB001281,Pho thong,2996000,2023-11-29 10:00:00,2024-01-06 06:00:00
MG0003842,LB001281,Thuong gia,14668000,2023-11-04 10:00:00,2024-01-05 22:00:00
MG0003843,LB001281,Hang nhat,23743000,2023-10-09 10:00:00,2024-01-05 20:00:00
MG0003844,LB001282,Pho thong,3089000,2024-11-08 23:15:00,2024-11-28 10:15:00
MG0003845,LB001282,Thuong gia,12477000,2024-07-14 23:15:00,2024-11-28 02:15:00
MG0003846,LB001282,Hang nhat,42914000,2024-06-01 23:15:00,2024-11-28 05:15:00
MG0003847,LB001283,Pho thong,1284000,2024-08-21 10:00:00,2024-10-16 04:00:00
MG0003848,LB001283,Thuong gia,3678000,2024-08-08 10:00:00,2024-10-16 02:00:00
MG0003849,LB001283,Hang nhat,35716000,2024-04-22 10:00:00,2024-10-16 08:00:00
MG0003850,LB001284,Pho thong,977000,2024-11-26 02:45:00,2025-01-25 00:45:00
MG0003851,LB001284,Thuong gia,9007000,2024-11-24 02:45:00,2025-01-24 21:45:00
MG0003852,LB001284,Hang nhat,36811000,2024-11-01 02:45:00,2025-01-24 05:45:00
MG0003853,LB001285,Pho thong,899000,2025-02-05 02:00:00,2025-02-11 10:00:00
MG0003854,LB001285,Thuong gia,5401000,2024-10-26 02:00:00,2025-02-12 00:00:00
MG0003855,LB001285,Hang nhat,33310000,2025-01-31 02:00:00,2025-02-11 18:00:00
MG0003856,LB001286,Pho thong,1139000,2025-02-12 09:15:00,2025-02-15 10:15:00
MG0003857,LB001286,Thuong gia,5553000,2024-11-11 09:15:00,2025-02-15 20:15:00
MG0003858,LB001286,Hang nhat,39770000,2024-09-29 09:15:00,2025-02-15 12:15:00
MG0003859,LB001287,Pho thong,2372000,2025-01-02 23:30:00,2025-03-18 05:30:00
MG0003860,LB001287,Thuong gia,12050000,2024-12-06 23:30:00,2025-03-18 16:30:00
MG0003861,LB001287,Hang nhat,23082000,2025-01-09 23:30:00,2025-03-18 16:30:00
MG0003862,LB001288,Pho thong,3532000,2025-09-04 03:30:00,2025-11-11 23:30:00
MG0003863,LB001288,Thuong gia,10240000,2025-07-17 03:30:00,2025-11-11 12:30:00
MG0003864,LB001288,Hang nhat,17393000,2025-05-27 03:30:00,2025-11-11 20:30:00
MG0003865,LB001289,Pho thong,3920000,2025-01-19 15:30:00,2025-02-01 11:30:00
MG0003866,LB001289,Thuong gia,11828000,2024-12-08 15:30:00,2025-01-31 20:30:00
MG0003867,LB001289,Hang nhat,42714000,2024-11-14 15:30:00,2025-01-31 20:30:00
MG0003868,LB001290,Pho thong,3521000,2024-12-03 11:15:00,2025-03-08 09:15:00
MG0003869,LB001290,Thuong gia,9133000,2025-01-06 11:15:00,2025-03-08 04:15:00
MG0003870,LB001290,Hang nhat,43183000,2024-12-16 11:15:00,2025-03-08 04:15:00
MG0003871,LB001291,Pho thong,4777000,2025-03-13 10:45:00,2025-06-08 18:45:00
MG0003872,LB001291,Thuong gia,14811000,2025-02-27 10:45:00,2025-06-08 19:45:00
MG0003873,LB001291,Hang nhat,29207000,2025-01-03 10:45:00,2025-06-08 18:45:00
MG0003874,LB001292,Pho thong,4401000,2025-07-29 04:45:00,2025-12-30 06:45:00
MG0003875,LB001292,Thuong gia,4287000,2025-10-26 04:45:00,2025-12-30 08:45:00
MG0003876,LB001292,Hang nhat,12001000,2025-12-28 04:45:00,2025-12-30 08:45:00
MG0003877,LB001293,Pho thong,2074000,2025-04-19 13:00:00,2025-04-24 12:00:00
MG0003878,LB001293,Thuong gia,3642000,2025-01-14 13:00:00,2025-04-24 09:00:00
MG0003879,LB001293,Hang nhat,39674000,2025-02-25 13:00:00,2025-04-23 23:00:00
MG0003880,LB001294,Pho thong,2553000,2024-02-02 21:30:00,2024-05-10 12:30:00
MG0003881,LB001294,Thuong gia,13782000,2024-05-02 21:30:00,2024-05-10 19:30:00
MG0003882,LB001294,Hang nhat,28277000,2024-02-20 21:30:00,2024-05-10 12:30:00
MG0003883,LB001295,Pho thong,3926000,2024-09-04 18:00:00,2024-10-28 21:00:00
MG0003884,LB001295,Thuong gia,5095000,2024-05-05 18:00:00,2024-10-29 02:00:00
MG0003885,LB001295,Hang nhat,19392000,2024-09-28 18:00:00,2024-10-28 18:00:00
MG0003886,LB001296,Pho thong,895000,2025-01-09 03:45:00,2025-06-08 18:45:00
MG0003887,LB001296,Thuong gia,11777000,2025-01-13 03:45:00,2025-06-09 00:45:00
MG0003888,LB001296,Hang nhat,25902000,2025-04-28 03:45:00,2025-06-09 00:45:00
MG0003889,LB001297,Pho thong,2889000,2025-04-28 08:30:00,2025-08-05 06:30:00
MG0003890,LB001297,Thuong gia,14675000,2025-04-05 08:30:00,2025-08-05 02:30:00
MG0003891,LB001297,Hang nhat,12520000,2025-03-08 08:30:00,2025-08-04 10:30:00
MG0003892,LB001298,Pho thong,2813000,2025-03-17 00:00:00,2025-05-29 00:00:00
MG0003893,LB001298,Thuong gia,6264000,2025-03-20 00:00:00,2025-05-29 02:00:00
MG0003894,LB001298,Hang nhat,27920000,2025-04-09 00:00:00,2025-05-29 01:00:00
MG0003895,LB001299,Pho thong,4309000,2024-07-02 12:00:00,2024-07-04 17:00:00
MG0003896,LB001299,Thuong gia,11587000,2024-03-13 12:00:00,2024-07-05 04:00:00
MG0003897,LB001299,Hang nhat,13537000,2024-06-20 12:00:00,2024-07-05 00:00:00
MG0003898,LB001300,Pho thong,3087000,2024-07-26 10:45:00,2024-10-30 18:45:00
MG0003899,LB001300,Thuong gia,9612000,2024-07-25 10:45:00,2024-10-30 10:45:00
MG0003900,LB001300,Hang nhat,35573000,2024-09-21 10:45:00,2024-10-30 10:45:00
MG0003901,LB001301,Pho thong,2487000,2024-06-13 10:15:00,2024-09-27 15:15:00
MG0003902,LB001301,Thuong gia,4772000,2024-05-29 10:15:00,2024-09-28 00:15:00
MG0003903,LB001301,Hang nhat,31691000,2024-04-06 10:15:00,2024-09-27 12:15:00
MG0003904,LB001302,Pho thong,3329000,2025-06-07 08:00:00,2025-09-10 05:00:00
MG0003905,LB001302,Thuong gia,10746000,2025-08-03 08:00:00,2025-09-09 20:00:00
MG0003906,LB001302,Hang nhat,23738000,2025-05-15 08:00:00,2025-09-10 06:00:00
MG0003907,LB001303,Pho thong,2235000,2024-08-29 03:00:00,2025-02-07 07:00:00
MG0003908,LB001303,Thuong gia,4674000,2024-08-28 03:00:00,2025-02-07 08:00:00
MG0003909,LB001303,Hang nhat,42938000,2024-12-15 03:00:00,2025-02-08 00:00:00
MG0003910,LB001304,Pho thong,1236000,2025-01-18 21:45:00,2025-02-18 04:45:00
MG0003911,LB001304,Thuong gia,10976000,2025-02-14 21:45:00,2025-02-18 03:45:00
MG0003912,LB001304,Hang nhat,38390000,2025-01-04 21:45:00,2025-02-17 23:45:00
MG0003913,LB001305,Pho thong,2167000,2024-10-08 22:45:00,2025-01-04 18:45:00
MG0003914,LB001305,Thuong gia,10883000,2024-09-28 22:45:00,2025-01-04 05:45:00
MG0003915,LB001305,Hang nhat,24045000,2024-09-23 22:45:00,2025-01-04 03:45:00
MG0003916,LB001306,Pho thong,3490000,2024-02-01 00:15:00,2024-05-17 16:15:00
MG0003917,LB001306,Thuong gia,13743000,2024-01-20 00:15:00,2024-05-17 01:15:00
MG0003918,LB001306,Hang nhat,41997000,2024-03-28 00:15:00,2024-05-17 07:15:00
MG0003919,LB001307,Pho thong,3719000,2023-09-21 06:45:00,2024-01-28 03:45:00
MG0003920,LB001307,Thuong gia,6634000,2023-11-08 06:45:00,2024-01-27 17:45:00
MG0003921,LB001307,Hang nhat,10940000,2023-12-03 06:45:00,2024-01-27 23:45:00
MG0003922,LB001308,Pho thong,1670000,2025-03-12 20:15:00,2025-03-22 16:15:00
MG0003923,LB001308,Thuong gia,6041000,2024-09-26 20:15:00,2025-03-22 17:15:00
MG0003924,LB001308,Hang nhat,36463000,2025-02-17 20:15:00,2025-03-22 08:15:00
MG0003925,LB001309,Pho thong,2429000,2024-05-26 15:45:00,2024-05-31 04:45:00
MG0003926,LB001309,Thuong gia,10431000,2024-04-05 15:45:00,2024-05-31 01:45:00
MG0003927,LB001309,Hang nhat,29653000,2024-01-27 15:45:00,2024-05-30 17:45:00
MG0003928,LB001310,Pho thong,2276000,2024-05-25 23:45:00,2024-06-05 12:45:00
MG0003929,LB001310,Thuong gia,12035000,2024-03-29 23:45:00,2024-06-05 10:45:00
MG0003930,LB001310,Hang nhat,33485000,2024-05-08 23:45:00,2024-06-05 00:45:00
MG0003931,LB001311,Pho thong,2396000,2025-01-03 18:15:00,2025-04-05 17:15:00
MG0003932,LB001311,Thuong gia,6026000,2024-11-29 18:15:00,2025-04-05 02:15:00
MG0003933,LB001311,Hang nhat,38971000,2025-03-10 18:15:00,2025-04-05 10:15:00
MG0003934,LB001312,Pho thong,2395000,2024-08-25 01:30:00,2025-02-04 10:30:00
MG0003935,LB001312,Thuong gia,14808000,2024-11-08 01:30:00,2025-02-04 05:30:00
MG0003936,LB001312,Hang nhat,32105000,2025-01-25 01:30:00,2025-02-04 15:30:00
MG0003937,LB001313,Pho thong,2525000,2025-09-04 13:45:00,2025-12-30 17:45:00
MG0003938,LB001313,Thuong gia,13353000,2025-12-26 13:45:00,2025-12-30 18:45:00
MG0003939,LB001313,Hang nhat,30083000,2025-12-21 13:45:00,2025-12-31 10:45:00
MG0003940,LB001314,Pho thong,3173000,2025-05-04 23:30:00,2025-09-02 00:30:00
MG0003941,LB001314,Thuong gia,10028000,2025-04-15 23:30:00,2025-09-02 14:30:00
MG0003942,LB001314,Hang nhat,46090000,2025-04-20 23:30:00,2025-09-02 17:30:00
MG0003943,LB001315,Pho thong,2019000,2025-03-23 18:45:00,2025-06-09 16:45:00
MG0003944,LB001315,Thuong gia,11242000,2025-03-14 18:45:00,2025-06-09 14:45:00
MG0003945,LB001315,Hang nhat,29450000,2025-05-18 18:45:00,2025-06-09 02:45:00
MG0003946,LB001316,Pho thong,4189000,2025-03-04 18:30:00,2025-03-07 18:30:00
MG0003947,LB001316,Thuong gia,6627000,2025-01-19 18:30:00,2025-03-08 16:30:00
MG0003948,LB001316,Hang nhat,33343000,2025-01-07 18:30:00,2025-03-07 20:30:00
MG0003949,LB001317,Pho thong,2668000,2025-06-18 13:45:00,2025-10-24 14:45:00
MG0003950,LB001317,Thuong gia,4670000,2025-09-23 13:45:00,2025-10-25 07:45:00
MG0003951,LB001317,Hang nhat,29846000,2025-05-21 13:45:00,2025-10-24 22:45:00
MG0003952,LB001318,Pho thong,3006000,2024-08-30 14:45:00,2024-12-20 15:45:00
MG0003953,LB001318,Thuong gia,9522000,2024-06-24 14:45:00,2024-12-20 17:45:00
MG0003954,LB001318,Hang nhat,21156000,2024-09-02 14:45:00,2024-12-21 12:45:00
MG0003955,LB001319,Pho thong,1074000,2024-02-21 15:30:00,2024-07-15 12:30:00
MG0003956,LB001319,Thuong gia,7816000,2024-05-06 15:30:00,2024-07-14 23:30:00
MG0003957,LB001319,Hang nhat,10964000,2024-05-11 15:30:00,2024-07-15 11:30:00
MG0003958,LB001320,Pho thong,1625000,2025-07-30 21:30:00,2025-08-23 23:30:00
MG0003959,LB001320,Thuong gia,6156000,2025-03-06 21:30:00,2025-08-24 03:30:00
MG0003960,LB001320,Hang nhat,26530000,2025-08-04 21:30:00,2025-08-24 02:30:00
MG0003961,LB001321,Pho thong,1650000,2024-06-03 23:45:00,2024-10-27 15:45:00
MG0003962,LB001321,Thuong gia,11418000,2024-08-09 23:45:00,2024-10-26 23:45:00
MG0003963,LB001321,Hang nhat,30408000,2024-10-22 23:45:00,2024-10-27 21:45:00
MG0003964,LB001322,Pho thong,3597000,2024-06-08 19:15:00,2024-06-14 02:15:00
MG0003965,LB001322,Thuong gia,13565000,2024-01-14 19:15:00,2024-06-14 09:15:00
MG0003966,LB001322,Hang nhat,44423000,2024-05-07 19:15:00,2024-06-14 11:15:00
MG0003967,LB001323,Pho thong,2794000,2024-03-16 05:15:00,2024-05-11 07:15:00
MG0003968,LB001323,Thuong gia,5069000,2024-01-08 05:15:00,2024-05-12 01:15:00
MG0003969,LB001323,Hang nhat,36683000,2023-12-20 05:15:00,2024-05-12 00:15:00
MG0003970,LB001324,Pho thong,2806000,2024-10-19 15:30:00,2025-03-01 12:30:00
MG0003971,LB001324,Thuong gia,10523000,2025-02-08 15:30:00,2025-03-01 07:30:00
MG0003972,LB001324,Hang nhat,43119000,2024-11-13 15:30:00,2025-03-01 07:30:00
MG0003973,LB001325,Pho thong,980000,2023-10-04 11:30:00,2024-01-18 21:30:00
MG0003974,LB001325,Thuong gia,5311000,2023-10-26 11:30:00,2024-01-19 10:30:00
MG0003975,LB001325,Hang nhat,34257000,2023-10-13 11:30:00,2024-01-18 20:30:00
MG0003976,LB001326,Pho thong,3383000,2025-03-31 01:00:00,2025-05-29 09:00:00
MG0003977,LB001326,Thuong gia,13462000,2025-01-17 01:00:00,2025-05-29 04:00:00
MG0003978,LB001326,Hang nhat,33959000,2024-12-16 01:00:00,2025-05-29 17:00:00
MG0003979,LB001327,Pho thong,2618000,2024-06-05 03:15:00,2024-08-20 00:15:00
MG0003980,LB001327,Thuong gia,9740000,2024-08-10 03:15:00,2024-08-20 00:15:00
MG0003981,LB001327,Hang nhat,21096000,2024-07-11 03:15:00,2024-08-19 15:15:00
MG0003982,LB001328,Pho thong,4189000,2024-10-16 01:30:00,2024-12-28 04:30:00
MG0003983,LB001328,Thuong gia,10264000,2024-09-30 01:30:00,2024-12-28 07:30:00
MG0003984,LB001328,Hang nhat,29512000,2024-10-09 01:30:00,2024-12-28 08:30:00
MG0003985,LB001329,Pho thong,2216000,2024-12-14 19:00:00,2025-06-11 03:00:00
MG0003986,LB001329,Thuong gia,9393000,2024-12-13 19:00:00,2025-06-11 08:00:00
MG0003987,LB001329,Hang nhat,35165000,2025-01-02 19:00:00,2025-06-11 10:00:00
MG0003988,LB001330,Pho thong,2957000,2025-01-31 03:00:00,2025-04-12 07:00:00
MG0003989,LB001330,Thuong gia,9792000,2025-01-20 03:00:00,2025-04-12 19:00:00
MG0003990,LB001330,Hang nhat,43029000,2025-01-11 03:00:00,2025-04-12 20:00:00
MG0003991,LB001331,Pho thong,1908000,2023-12-01 17:00:00,2024-04-14 08:00:00
MG0003992,LB001331,Thuong gia,13687000,2023-12-25 17:00:00,2024-04-13 21:00:00
MG0003993,LB001331,Hang nhat,37484000,2024-03-07 17:00:00,2024-04-14 10:00:00
MG0003994,LB001332,Pho thong,4152000,2024-01-26 06:30:00,2024-04-29 23:30:00
MG0003995,LB001332,Thuong gia,11695000,2023-12-01 06:30:00,2024-04-30 02:30:00
MG0003996,LB001332,Hang nhat,33925000,2024-02-13 06:30:00,2024-04-29 23:30:00
MG0003997,LB001333,Pho thong,4527000,2024-12-19 15:00:00,2025-06-02 09:00:00
MG0003998,LB001333,Thuong gia,7700000,2025-01-23 15:00:00,2025-06-02 07:00:00
MG0003999,LB001333,Hang nhat,23656000,2025-03-22 15:00:00,2025-06-01 21:00:00
MG0004000,LB001334,Pho thong,1323000,2024-03-14 03:15:00,2024-05-20 18:15:00
MG0004001,LB001334,Thuong gia,3799000,2024-02-12 03:15:00,2024-05-21 02:15:00
MG0004002,LB001334,Hang nhat,47390000,2024-03-14 03:15:00,2024-05-20 12:15:00
MG0004003,LB001335,Pho thong,3183000,2023-08-17 07:45:00,2024-01-06 14:45:00
MG0004004,LB001335,Thuong gia,14779000,2023-11-15 07:45:00,2024-01-07 05:45:00
MG0004005,LB001335,Hang nhat,14323000,2023-07-28 07:45:00,2024-01-06 11:45:00
MG0004006,LB001336,Pho thong,1302000,2023-12-05 08:30:00,2024-03-27 21:30:00
MG0004007,LB001336,Thuong gia,12121000,2024-02-08 08:30:00,2024-03-27 20:30:00
MG0004008,LB001336,Hang nhat,21094000,2024-03-12 08:30:00,2024-03-28 05:30:00
MG0004009,LB001337,Pho thong,4092000,2025-06-21 07:15:00,2025-11-11 02:15:00
MG0004010,LB001337,Thuong gia,3479000,2025-05-17 07:15:00,2025-11-11 00:15:00
MG0004011,LB001337,Hang nhat,14457000,2025-05-23 07:15:00,2025-11-11 06:15:00
MG0004012,LB001338,Pho thong,2605000,2024-03-12 04:45:00,2024-08-20 18:45:00
MG0004013,LB001338,Thuong gia,10244000,2024-06-20 04:45:00,2024-08-20 08:45:00
MG0004014,LB001338,Hang nhat,16068000,2024-06-11 04:45:00,2024-08-20 20:45:00
MG0004015,LB001339,Pho thong,1522000,2025-01-19 21:30:00,2025-06-12 13:30:00
MG0004016,LB001339,Thuong gia,10396000,2025-03-03 21:30:00,2025-06-12 03:30:00
MG0004017,LB001339,Hang nhat,39618000,2025-04-29 21:30:00,2025-06-12 02:30:00
MG0004018,LB001340,Pho thong,1202000,2023-10-31 22:00:00,2024-01-11 18:00:00
MG0004019,LB001340,Thuong gia,8514000,2023-09-26 22:00:00,2024-01-11 14:00:00
MG0004020,LB001340,Hang nhat,21179000,2023-11-27 22:00:00,2024-01-11 14:00:00
MG0004021,LB001341,Pho thong,2096000,2024-06-14 13:00:00,2024-06-16 15:00:00
MG0004022,LB001341,Thuong gia,5561000,2024-01-18 13:00:00,2024-06-16 22:00:00
MG0004023,LB001341,Hang nhat,38497000,2024-05-20 13:00:00,2024-06-16 23:00:00
MG0004024,LB001342,Pho thong,4530000,2024-02-08 18:00:00,2024-06-02 18:00:00
MG0004025,LB001342,Thuong gia,9495000,2023-12-26 18:00:00,2024-06-03 17:00:00
MG0004026,LB001342,Hang nhat,29661000,2024-03-23 18:00:00,2024-06-02 20:00:00
MG0004027,LB001343,Pho thong,887000,2024-10-19 12:30:00,2025-03-05 01:30:00
MG0004028,LB001343,Thuong gia,10279000,2024-10-24 12:30:00,2025-03-04 21:30:00
MG0004029,LB001343,Hang nhat,13094000,2024-11-27 12:30:00,2025-03-04 13:30:00
MG0004030,LB001344,Pho thong,4110000,2023-07-16 08:15:00,2024-01-09 02:15:00
MG0004031,LB001344,Thuong gia,7239000,2023-11-14 08:15:00,2024-01-08 21:15:00
MG0004032,LB001344,Hang nhat,21627000,2023-10-28 08:15:00,2024-01-08 09:15:00
MG0004033,LB001345,Pho thong,4486000,2024-05-28 17:45:00,2024-07-28 21:45:00
MG0004034,LB001345,Thuong gia,11371000,2024-07-20 17:45:00,2024-07-28 20:45:00
MG0004035,LB001345,Hang nhat,32866000,2024-04-02 17:45:00,2024-07-29 04:45:00
MG0004036,LB001346,Pho thong,2862000,2025-07-23 12:15:00,2025-10-26 11:15:00
MG0004037,LB001346,Thuong gia,8248000,2025-07-01 12:15:00,2025-10-26 09:15:00
MG0004038,LB001346,Hang nhat,24664000,2025-07-26 12:15:00,2025-10-26 03:15:00
MG0004039,LB001347,Pho thong,1508000,2025-04-26 10:45:00,2025-07-04 04:45:00
MG0004040,LB001347,Thuong gia,14750000,2025-02-02 10:45:00,2025-07-04 08:45:00
MG0004041,LB001347,Hang nhat,13599000,2025-03-30 10:45:00,2025-07-04 02:45:00
MG0004042,LB001348,Pho thong,3720000,2024-09-04 06:00:00,2024-10-16 10:00:00
MG0004043,LB001348,Thuong gia,9303000,2024-10-02 06:00:00,2024-10-17 03:00:00
MG0004044,LB001348,Hang nhat,21726000,2024-08-10 06:00:00,2024-10-17 01:00:00
MG0004045,LB001349,Pho thong,1762000,2024-08-22 20:15:00,2024-12-14 14:15:00
