MaLich,MaNV,VaiTro
LB001089,NV001094,Phi cong phu
LB001089,NV001199,Tiep vien truong
LB001089,NV001504,Tiep vien
LB001089,NV000075,Tiep vien
LB001089,NV001246,Tiep vien
LB001090,NV000296,Phi cong chinh
LB001090,NV000590,Phi cong phu
LB001090,NV000984,Tiep vien truong
LB001090,NV001609,Tiep vien
LB001091,NV001938,Phi cong chinh
LB001091,NV000522,Phi cong phu
LB001091,NV001768,Tiep vien truong
LB001091,NV000619,Tiep vien
LB001091,NV000817,Tiep vien
LB001091,NV001061,Tiep vien
LB001092,NV000845,Phi cong chinh
LB001092,NV001258,Phi cong phu
LB001092,NV000029,Tiep vien truong
LB001092,NV001767,Tiep vien
LB001092,NV000700,Tiep vien
LB001092,NV000667,Tiep vien
LB001093,NV000679,Phi cong chinh
LB001093,NV000249,Phi cong phu
LB001093,NV001713,Tiep vien truong
LB001093,NV001910,Tiep vien
LB001093,NV000890,Tiep vien
LB001094,NV000199,Phi cong chinh
LB001094,NV001338,Phi cong phu
LB001094,NV001237,Tiep vien truong
LB001094,NV000809,Tiep vien
LB001095,NV000868,Phi cong chinh
LB001095,NV000519,Phi cong phu
LB001095,NV000707,Tiep vien truong
LB001095,NV000481,Tiep vien
LB001095,NV001907,Tiep vien
LB001095,NV001730,Tiep vien
LB001096,NV000444,Phi cong chinh
LB001096,NV001214,Phi cong phu
LB001096,NV000514,Tiep vien truong
LB001096,NV000631,Tiep vien
LB001096,NV001872,Tiep vien
LB001096,NV000648,Tiep vien
LB001097,NV000600,Phi cong chinh
LB001097,NV000489,Phi cong phu
LB001097,NV000525,Tiep vien truong
LB001097,NV000668,Tiep vien
LB001098,NV001548,Phi cong chinh
LB001098,NV000872,Phi cong phu
LB001098,NV001996,Tiep vien truong
LB001098,NV000307,Tiep vien
LB001099,NV000306,Phi cong chinh
LB001099,NV000206,Phi cong phu
LB001099,NV001687,Tiep vien truong
LB001099,NV001273,Tiep vien
LB001099,NV001560,Tiep vien
LB001099,NV000023,Tiep vien
LB001100,NV001892,Phi cong chinh
LB001100,NV001309,Phi cong phu
LB001100,NV001246,Tiep vien truong
LB001100,NV000958,Tiep vien
LB001101,NV001564,Phi cong chinh
LB001101,NV000734,Phi cong phu
LB001101,NV001479,Tiep vien truong
LB001101,NV000727,Tiep vien
LB001101,NV001269,Tiep vien
LB001102,NV000436,Phi cong chinh
LB001102,NV001892,Phi cong phu
LB001102,NV000737,Tiep vien truong
LB001102,NV001024,Tiep vien
LB001102,NV000602,Tiep vien
LB001102,NV001919,Tiep vien
LB001103,NV001391,Phi cong chinh
LB001103,NV000314,Phi cong phu
LB001103,NV001359,Tiep vien truong
LB001103,NV001091,Tiep vien
LB001104,NV001139,Phi cong chinh
LB001104,NV001307,Phi cong phu
LB001104,NV001290,Tiep vien truong
LB001104,NV000899,Tiep vien
LB001105,NV000950,Phi cong chinh
LB001105,NV001698,Phi cong phu
LB001105,NV001188,Tiep vien truong
LB001105,NV000339,Tiep vien
LB001106,NV001731,Phi cong chinh
LB001106,NV001262,Phi cong phu
LB001106,NV000817,Tiep vien truong
LB001106,NV001741,Tiep vien
LB001106,NV000028,Tiep vien
LB001107,NV000043,Phi cong chinh
LB001107,NV001681,Phi cong phu
LB001107,NV000974,Tiep vien truong
LB001107,NV001486,Tiep vien
LB001108,NV000265,Phi cong chinh
LB001108,NV000772,Phi cong phu
LB001108,NV001559,Tiep vien truong
LB001108,NV000690,Tiep vien
LB001108,NV000486,Tiep vien
LB001109,NV001327,Phi cong chinh
LB001109,NV000595,Phi cong phu
LB001109,NV000707,Tiep vien truong
LB001109,NV001228,Tiep vien
LB001110,NV001515,Phi cong chinh
LB001110,NV000826,Phi cong phu
LB001110,NV000482,Tiep vien truong
LB001110,NV001279,Tiep vien
LB001110,NV001092,Tiep vien
LB001111,NV000498,Phi cong chinh
LB001111,NV001012,Phi cong phu
LB001111,NV001928,Tiep vien truong
LB001111,NV000959,Tiep vien
LB001111,NV000946,Tiep vien
LB001111,NV001029,Tiep vien
LB001112,NV000645,Phi cong chinh
LB001112,NV001081,Phi cong phu
LB001112,NV001469,Tiep vien truong
LB001112,NV000361,Tiep vien
LB001113,NV001384,Phi cong chinh
LB001113,NV001698,Phi cong phu
LB001113,NV000290,Tiep vien truong
LB001113,NV001826,Tiep vien
LB001114,NV000617,Phi cong chinh
LB001114,NV001985,Phi cong phu
LB001114,NV001428,Tiep vien truong
LB001114,NV001114,Tiep vien
LB001115,NV000920,Phi cong chinh
LB001115,NV000462,Phi cong phu
LB001115,NV001875,Tiep vien truong
LB001115,NV000402,Tiep vien
LB001116,NV001134,Phi cong chinh
LB001116,NV001998,Phi cong phu
LB001116,NV000468,Tiep vien truong
LB001116,NV001085,Tiep vien
LB001117,NV001214,Phi cong chinh
LB001117,NV000322,Phi cong phu
LB001117,NV001332,Tiep vien truong
LB001117,NV001372,Tiep vien
LB001117,NV001822,Tiep vien
LB001117,NV000817,Tiep vien
LB001118,NV001936,Phi cong chinh
LB001118,NV001170,Phi cong phu
LB001118,NV000669,Tiep vien truong
LB001118,NV001446,Tiep vien
LB001118,NV001462,Tiep vien
LB001119,NV000139,Phi cong chinh
LB001119,NV000960,Phi cong phu
LB001119,NV001744,Tiep vien truong
LB001119,NV000428,Tiep vien
LB001120,NV000171,Phi cong chinh
LB001120,NV000518,Phi cong phu
LB001120,NV001237,Tiep vien truong
LB001120,NV001597,Tiep vien
LB001120,NV000279,Tiep vien
LB001121,NV001081,Phi cong chinh
LB001121,NV001849,Phi cong phu
LB001121,NV000693,Tiep vien truong
LB001121,NV000937,Tiep vien
LB001121,NV000935,Tiep vien
LB001122,NV001348,Phi cong chinh
LB001122,NV001343,Phi cong phu
LB001122,NV000893,Tiep vien truong
LB001122,NV000056,Tiep vien
LB001122,NV001060,Tiep vien
LB001123,NV000308,Phi cong chinh
LB001123,NV000842,Phi cong phu
LB001123,NV001544,Tiep vien truong
LB001123,NV000513,Tiep vien
LB001123,NV001481,Tiep vien
LB001123,NV001480,Tiep vien
LB001124,NV001636,Phi cong chinh
LB001124,NV001303,Phi cong phu
LB001124,NV002000,Tiep vien truong
LB001124,NV000749,Tiep vien
LB001125,NV000868,Phi cong chinh
LB001125,NV000772,Phi cong phu
LB001125,NV001316,Tiep vien truong
LB001125,NV001263,Tiep vien
LB001125,NV001984,Tiep vien
LB001125,NV001873,Tiep vien
LB001126,NV001078,Phi cong chinh
LB001126,NV000206,Phi cong phu
LB001126,NV001560,Tiep vien truong
LB001126,NV000751,Tiep vien
LB001126,NV001207,Tiep vien
LB001127,NV001602,Phi cong chinh
LB001127,NV000358,Phi cong phu
LB001127,NV001628,Tiep vien truong
LB001127,NV000881,Tiep vien
LB001128,NV001022,Phi cong chinh
LB001128,NV001602,Phi cong phu
LB001128,NV001469,Tiep vien truong
LB001128,NV001041,Tiep vien
LB001128,NV000207,Tiep vien
LB001128,NV000233,Tiep vien
LB001129,NV000383,Phi cong chinh
LB001129,NV000826,Phi cong phu
LB001129,NV000809,Tiep vien truong
LB001129,NV000818,Tiep vien
LB001130,NV001643,Phi cong chinh
LB001130,NV000687,Phi cong phu
LB001130,NV000705,Tiep vien truong
LB001130,NV001542,Tiep vien
LB001130,NV001638,Tiep vien
LB001130,NV001016,Tiep vien
LB001131,NV000617,Phi cong chinh
LB001131,NV001074,Phi cong phu
LB001131,NV001909,Tiep vien truong
LB001131,NV001505,Tiep vien
LB001131,NV001341,Tiep vien
LB001132,NV001081,Phi cong chinh
LB001132,NV000998,Phi cong phu
LB001132,NV000482,Tiep vien truong
LB001132,NV000065,Tiep vien
LB001133,NV000313,Phi cong chinh
LB001133,NV001810,Phi cong phu
LB001133,NV001684,Tiep vien truong
LB001133,NV000670,Tiep vien
LB001134,NV001847,Phi cong chinh
LB001134,NV001748,Phi cong phu
LB001134,NV000233,Tiep vien truong
LB001134,NV000549,Tiep vien
LB001134,NV000438,Tiep vien
LB001134,NV001018,Tiep vien
LB001135,NV000268,Phi cong chinh
LB001135,NV000259,Phi cong phu
LB001135,NV001232,Tiep vien truong
LB001135,NV001412,Tiep vien
LB001136,NV000155,Phi cong chinh
LB001136,NV000083,Phi cong phu
LB001136,NV001350,Tiep vien truong
LB001136,NV001966,Tiep vien
LB001136,NV000238,Tiep vien
LB001137,NV000269,Phi cong chinh
LB001137,NV000595,Phi cong phu
LB001137,NV000411,Tiep vien truong
LB001137,NV000242,Tiep vien
LB001137,NV001659,Tiep vien
LB001137,NV001003,Tiep vien
LB001138,NV000726,Phi cong chinh
LB001138,NV000544,Phi cong phu
LB001138,NV001874,Tiep vien truong
LB001138,NV000746,Tiep vien
LB001139,NV001069,Phi cong chinh
LB001139,NV001578,Phi cong phu
LB001139,NV000361,Tiep vien truong
LB001139,NV001361,Tiep vien
LB001140,NV000409,Phi cong chinh
LB001140,NV000086,Phi cong phu
LB001140,NV001687,Tiep vien truong
LB001140,NV000925,Tiep vien
LB001141,NV000772,Phi cong chinh
LB001141,NV001137,Phi cong phu
LB001141,NV001387,Tiep vien truong
LB001141,NV000714,Tiep vien
LB001141,NV001412,Tiep vien
LB001142,NV001074,Phi cong chinh
LB001142,NV000323,Phi cong phu
LB001142,NV001386,Tiep vien truong
LB001142,NV000469,Tiep vien
LB001142,NV001514,Tiep vien
LB001142,NV001530,Tiep vien
LB001143,NV001087,Phi cong chinh
LB001143,NV001602,Phi cong phu
LB001143,NV001619,Tiep vien truong
LB001143,NV001452,Tiep vien
LB001143,NV001130,Tiep vien
LB001143,NV001350,Tiep vien
LB001144,NV001620,Phi cong chinh
LB001144,NV001295,Phi cong phu
LB001144,NV000899,Tiep vien truong
LB001144,NV001246,Tiep vien
LB001144,NV001386,Tiep vien
LB001145,NV000528,Phi cong chinh
LB001145,NV001998,Phi cong phu
LB001145,NV001148,Tiep vien truong
LB001145,NV000793,Tiep vien
LB001146,NV000892,Phi cong chinh
LB001146,NV000998,Phi cong phu
LB001146,NV000411,Tiep vien truong
LB001146,NV000783,Tiep vien
LB001146,NV000030,Tiep vien
LB001147,NV000001,Phi cong chinh
LB001147,NV001282,Phi cong phu
LB001147,NV000893,Tiep vien truong
LB001147,NV000751,Tiep vien
LB001148,NV001121,Phi cong chinh
LB001148,NV001295,Phi cong phu
LB001148,NV001740,Tiep vien truong
LB001148,NV001271,Tiep vien
LB001149,NV001868,Phi cong chinh
LB001149,NV001139,Phi cong phu
LB001149,NV000029,Tiep vien truong
LB001149,NV001967,Tiep vien
LB001149,NV001110,Tiep vien
LB001150,NV001962,Phi cong chinh
LB001150,NV000687,Phi cong phu
LB001150,NV000620,Tiep vien truong
LB001150,NV000025,Tiep vien
LB001150,NV001412,Tiep vien
LB001150,NV000961,Tiep vien
LB001151,NV000442,Phi cong chinh
LB001151,NV000987,Phi cong phu
LB001151,NV001136,Tiep vien truong
LB001151,NV001016,Tiep vien
LB001151,NV000668,Tiep vien
LB001151,NV000428,Tiep vien
LB001152,NV001779,Phi cong chinh
LB001152,NV001836,Phi cong phu
LB001152,NV001003,Tiep vien truong
LB001152,NV000971,Tiep vien
LB001152,NV000592,Tiep vien
LB001152,NV000700,Tiep vien
LB001153,NV000206,Phi cong chinh
LB001153,NV001023,Phi cong phu
LB001153,NV000642,Tiep vien truong
LB001153,NV001332,Tiep vien
LB001153,NV001963,Tiep vien
LB001153,NV001559,Tiep vien
LB001154,NV001999,Phi cong chinh
LB001154,NV001727,Phi cong phu
LB001154,NV000714,Tiep vien truong
LB001154,NV000749,Tiep vien
LB001154,NV001645,Tiep vien
LB001154,NV001885,Tiep vien
LB001155,NV001294,Phi cong chinh
LB001155,NV000613,Phi cong phu
LB001155,NV000488,Tiep vien truong
LB001155,NV000193,Tiep vien
LB001155,NV000480,Tiep vien
LB001156,NV000323,Phi cong chinh
LB001156,NV000680,Phi cong phu
LB001156,NV001623,Tiep vien truong
LB001156,NV001179,Tiep vien
LB001157,NV001548,Phi cong chinh
LB001157,NV001084,Phi cong phu
LB001157,NV001767,Tiep vien truong
LB001157,NV001583,Tiep vien
LB001157,NV001271,Tiep vien
LB001158,NV000442,Phi cong chinh
LB001158,NV000754,Phi cong phu
LB001158,NV000405,Tiep vien truong
LB001158,NV000147,Tiep vien
LB001159,NV001295,Phi cong chinh
LB001159,NV000066,Phi cong phu
LB001159,NV000295,Tiep vien truong
LB001159,NV000742,Tiep vien
LB001160,NV000613,Phi cong chinh
LB001160,NV000313,Phi cong phu
LB001160,NV001138,Tiep vien truong
LB001160,NV001856,Tiep vien
LB001160,NV000028,Tiep vien
LB001160,NV000623,Tiep vien
LB001161,NV000229,Phi cong chinh
LB001161,NV000362,Phi cong phu
LB001161,NV001274,Tiep vien truong
LB001161,NV000578,Tiep vien
LB001162,NV000826,Phi cong chinh
LB001162,NV001022,Phi cong phu
LB001162,NV001279,Tiep vien truong
LB001162,NV000958,Tiep vien
LB001162,NV001207,Tiep vien
LB001163,NV001729,Phi cong chinh
LB001163,NV001954,Phi cong phu
LB001163,NV000851,Tiep vien truong
LB001163,NV000235,Tiep vien
LB001164,NV001858,Phi cong chinh
LB001164,NV000358,Phi cong phu
LB001164,NV000704,Tiep vien truong
LB001164,NV001990,Tiep vien
LB001165,NV000936,Phi cong chinh
LB001165,NV000194,Phi cong phu
LB001165,NV001227,Tiep vien truong
LB001165,NV000479,Tiep vien
LB001165,NV000500,Tiep vien
LB001165,NV000669,Tiep vien
LB001166,NV000920,Phi cong chinh
LB001166,NV000043,Phi cong phu
LB001166,NV001972,Tiep vien truong
LB001166,NV001803,Tiep vien
LB001167,NV000574,Phi cong chinh
LB001167,NV000924,Phi cong phu
LB001167,NV000662,Tiep vien truong
LB001167,NV001874,Tiep vien
LB001167,NV000092,Tiep vien
LB001168,NV000472,Phi cong chinh
LB001168,NV001099,Phi cong phu
LB001168,NV001980,Tiep vien truong
LB001168,NV000277,Tiep vien
LB001168,NV001341,Tiep vien
LB001168,NV001692,Tiep vien
LB001169,NV000493,Phi cong chinh
LB001169,NV001134,Phi cong phu
LB001169,NV001725,Tiep vien truong
LB001169,NV000804,Tiep vien
LB001169,NV000834,Tiep vien
LB001170,NV000378,Phi cong chinh
LB001170,NV001601,Phi cong phu
LB001170,NV000127,Tiep vien truong
LB001170,NV001901,Tiep vien
LB001170,NV001413,Tiep vien
LB001170,NV001341,Tiep vien
LB001171,NV000308,Phi cong chinh
LB001171,NV000580,Phi cong phu
LB001171,NV001624,Tiep vien truong
LB001171,NV000775,Tiep vien
LB001171,NV000513,Tiep vien
LB001172,NV000878,Phi cong chinh
LB001172,NV000151,Phi cong phu
LB001172,NV000583,Tiep vien truong
LB001172,NV000324,Tiep vien
LB001172,NV000632,Tiep vien
LB001172,NV001609,Tiep vien
LB001173,NV001044,Phi cong chinh
LB001173,NV000772,Phi cong phu
LB001173,NV000440,Tiep vien truong
LB001173,NV000730,Tiep vien
LB001174,NV001414,Phi cong chinh
LB001174,NV000306,Phi cong phu
LB001174,NV000649,Tiep vien truong
LB001174,NV000029,Tiep vien
LB001174,NV000127,Tiep vien
LB001175,NV001404,Phi cong chinh
LB001175,NV001934,Phi cong phu
LB001175,NV001235,Tiep vien truong
LB001175,NV001740,Tiep vien
LB001175,NV001528,Tiep vien
LB001175,NV000410,Tiep vien
LB001176,NV000896,Phi cong chinh
LB001176,NV001898,Phi cong phu
LB001176,NV000667,Tiep vien truong
LB001176,NV000416,Tiep vien
LB001177,NV001214,Phi cong chinh
LB001177,NV000229,Phi cong phu
LB001177,NV001577,Tiep vien truong
LB001177,NV000882,Tiep vien
LB001177,NV001948,Tiep vien
LB001177,NV001591,Tiep vien
LB001178,NV000171,Phi cong chinh
LB001178,NV000872,Phi cong phu
LB001178,NV000408,Tiep vien truong
LB001178,NV001768,Tiep vien
LB001178,NV001379,Tiep vien
LB001178,NV000307,Tiep vien
LB001179,NV000313,Phi cong chinh
LB001179,NV001170,Phi cong phu
LB001179,NV000818,Tiep vien truong
LB001179,NV001434,Tiep vien
LB001180,NV001938,Phi cong chinh
LB001180,NV001630,Phi cong phu
LB001180,NV001142,Tiep vien truong
LB001180,NV001867,Tiep vien
LB001180,NV000501,Tiep vien
LB001181,NV000058,Phi cong chinh
LB001181,NV001707,Phi cong phu
LB001181,NV000933,Tiep vien truong
LB001181,NV001844,Tiep vien
LB001181,NV000367,Tiep vien
LB001182,NV000577,Phi cong chinh
LB001182,NV000107,Phi cong phu
LB001182,NV001784,Tiep vien truong
LB001182,NV001138,Tiep vien
LB001182,NV001435,Tiep vien
LB001183,NV000689,Phi cong chinh
LB001183,NV001309,Phi cong phu
LB001183,NV001266,Tiep vien truong
LB001183,NV000497,Tiep vien
LB001183,NV001460,Tiep vien
LB001183,NV000486,Tiep vien
LB001184,NV001319,Phi cong chinh
LB001184,NV000839,Phi cong phu
LB001184,NV001866,Tiep vien truong
LB001184,NV001224,Tiep vien
LB001184,NV000727,Tiep vien
LB001185,NV001456,Phi cong chinh
LB001185,NV001338,Phi cong phu
LB001185,NV000193,Tiep vien truong
LB001185,NV001368,Tiep vien
LB001186,NV000374,Phi cong chinh
LB001186,NV001081,Phi cong phu
LB001186,NV000700,Tiep vien truong
LB001186,NV001389,Tiep vien
LB001186,NV000948,Tiep vien
LB001187,NV001086,Phi cong chinh
LB001187,NV000001,Phi cong phu
LB001187,NV001310,Tiep vien truong
LB001187,NV000974,Tiep vien
LB001187,NV001869,Tiep vien
LB001187,NV000484,Tiep vien
LB001188,NV000057,Phi cong chinh
LB001188,NV001564,Phi cong phu
LB001188,NV001990,Tiep vien truong
LB001188,NV001581,Tiep vien
LB001188,NV000641,Tiep vien
LB001189,NV000754,Phi cong chinh
LB001189,NV001801,Phi cong phu
LB001189,NV001679,Tiep vien truong
LB001189,NV001381,Tiep vien
LB001190,NV000927,Phi cong chinh
LB001190,NV000444,Phi cong phu
LB001190,NV001730,Tiep vien truong
LB001190,NV001278,Tiep vien
LB001190,NV001967,Tiep vien
LB001190,NV001419,Tiep vien
LB001191,NV000365,Phi cong chinh
LB001191,NV001515,Phi cong phu
LB001191,NV000834,Tiep vien truong
LB001191,NV001055,Tiep vien
LB001191,NV001631,Tiep vien
LB001192,NV000754,Phi cong chinh
LB001192,NV000280,Phi cong phu
LB001192,NV001347,Tiep vien truong
LB001192,NV001679,Tiep vien
LB001193,NV000181,Phi cong chinh
LB001193,NV000117,Phi cong phu
LB001193,NV000471,Tiep vien truong
LB001193,NV000085,Tiep vien
LB001194,NV000475,Phi cong chinh
LB001194,NV000270,Phi cong phu
LB001194,NV000500,Tiep vien truong
LB001194,NV000288,Tiep vien
LB001194,NV000085,Tiep vien
LB001195,NV001382,Phi cong chinh
LB001195,NV001622,Phi cong phu
LB001195,NV001678,Tiep vien truong
LB001195,NV001266,Tiep vien
LB001195,NV001359,Tiep vien
LB001196,NV001569,Phi cong chinh
LB001196,NV001749,Phi cong phu
LB001196,NV000683,Tiep vien truong
LB001196,NV000147,Tiep vien
LB001196,NV000948,Tiep vien
LB001196,NV000597,Tiep vien
LB001197,NV001491,Phi cong chinh
LB001197,NV001782,Phi cong phu
LB001197,NV000037,Tiep vien truong
LB001197,NV000539,Tiep vien
LB001198,NV001647,Phi cong chinh
LB001198,NV001190,Phi cong phu
LB001198,NV001224,Tiep vien truong
LB001198,NV001627,Tiep vien
LB001199,NV000173,Phi cong chinh
LB001199,NV000878,Phi cong phu
LB001199,NV001890,Tiep vien truong
LB001199,NV001072,Tiep vien
LB001199,NV000951,Tiep vien
LB001199,NV001790,Tiep vien
LB001200,NV000169,Phi cong chinh
LB001200,NV001547,Phi cong phu
LB001200,NV001365,Tiep vien truong
LB001200,NV000116,Tiep vien
LB001200,NV001869,Tiep vien
LB001201,NV000194,Phi cong chinh
LB001201,NV000711,Phi cong phu
LB001201,NV000575,Tiep vien truong
LB001201,NV001335,Tiep vien
LB001202,NV000260,Phi cong chinh
LB001202,NV000265,Phi cong phu
LB001202,NV000620,Tiep vien truong
LB001202,NV001370,Tiep vien
LB001202,NV000995,Tiep vien
LB001202,NV000497,Tiep vien
LB001203,NV000446,Phi cong chinh
LB001203,NV001288,Phi cong phu
LB001203,NV000667,Tiep vien truong
LB001203,NV001466,Tiep vien
LB001203,NV001591,Tiep vien
LB001203,NV000473,Tiep vien
LB001204,NV001343,Phi cong chinh
LB001204,NV001852,Phi cong phu
LB001204,NV001072,Tiep vien truong
LB001204,NV001907,Tiep vien
LB001204,NV000304,Tiep vien
LB001204,NV001967,Tiep vien
LB001205,NV001617,Phi cong chinh
LB001205,NV001391,Phi cong phu
LB001205,NV001715,Tiep vien truong
LB001205,NV001189,Tiep vien
LB001205,NV001770,Tiep vien
LB001206,NV001670,Phi cong chinh
LB001206,NV001031,Phi cong phu
LB001206,NV000438,Tiep vien truong
LB001206,NV000478,Tiep vien
LB001207,NV001328,Phi cong chinh
LB001207,NV000973,Phi cong phu
LB001207,NV000881,Tiep vien truong
LB001207,NV001678,Tiep vien
LB001207,NV000416,Tiep vien
LB001207,NV001372,Tiep vien
LB001208,NV001475,Phi cong chinh
LB001208,NV001069,Phi cong phu
LB001208,NV000814,Tiep vien truong
LB001208,NV001418,Tiep vien
LB001208,NV000843,Tiep vien
LB001209,NV000896,Phi cong chinh
LB001209,NV000998,Phi cong phu
LB001209,NV001110,Tiep vien truong
LB001209,NV001851,Tiep vien
LB001209,NV000840,Tiep vien
LB001209,NV001550,Tiep vien
LB001210,NV000569,Phi cong chinh
LB001210,NV001354,Phi cong phu
LB001210,NV000561,Tiep vien truong
LB001210,NV000964,Tiep vien
LB001210,NV001967,Tiep vien
LB001210,NV001418,Tiep vien
LB001211,NV001849,Phi cong chinh
LB001211,NV000582,Phi cong phu
LB001211,NV001175,Tiep vien truong
LB001211,NV001167,Tiep vien
LB001211,NV001018,Tiep vien
LB001212,NV000001,Phi cong chinh
LB001212,NV001804,Phi cong phu
LB001212,NV000749,Tiep vien truong
LB001212,NV001528,Tiep vien
LB001213,NV000048,Phi cong chinh
LB001213,NV001262,Phi cong phu
LB001213,NV000782,Tiep vien truong
LB001213,NV000023,Tiep vien
LB001214,NV000702,Phi cong chinh
LB001214,NV000524,Phi cong phu
LB001214,NV000814,Tiep vien truong
LB001214,NV000060,Tiep vien
LB001215,NV001903,Phi cong chinh
LB001215,NV001708,Phi cong phu
LB001215,NV001424,Tiep vien truong
LB001215,NV001317,Tiep vien
LB001215,NV001430,Tiep vien
LB001216,NV001382,Phi cong chinh
LB001216,NV000374,Phi cong phu
LB001216,NV000103,Tiep vien truong
LB001216,NV001199,Tiep vien
LB001217,NV000872,Phi cong chinh
LB001217,NV000374,Phi cong phu
LB001217,NV000703,Tiep vien truong
LB001217,NV000948,Tiep vien
LB001218,NV001409,Phi cong chinh
LB001218,NV000574,Phi cong phu
LB001218,NV000683,Tiep vien truong
LB001218,NV000778,Tiep vien
LB001219,NV000249,Phi cong chinh
LB001219,NV001382,Phi cong phu
LB001219,NV001465,Tiep vien truong
LB001219,NV000578,Tiep vien
LB001219,NV001869,Tiep vien
LB001220,NV000205,Phi cong chinh
LB001220,NV001802,Phi cong phu
LB001220,NV001247,Tiep vien truong
LB001220,NV000464,Tiep vien
LB001220,NV001263,Tiep vien
LB001221,NV001708,Phi cong chinh
LB001221,NV001749,Phi cong phu
LB001221,NV000278,Tiep vien truong
LB001221,NV001526,Tiep vien
LB001221,NV001633,Tiep vien
LB001221,NV000778,Tiep vien
LB001222,NV000106,Phi cong chinh
LB001222,NV001821,Phi cong phu
LB001222,NV000981,Tiep vien truong
LB001222,NV000230,Tiep vien
LB001222,NV001997,Tiep vien
LB001222,NV000162,Tiep vien
LB001223,NV001898,Phi cong chinh
LB001223,NV000811,Phi cong phu
LB001223,NV001129,Tiep vien truong
LB001223,NV001075,Tiep vien
LB001223,NV000339,Tiep vien
LB001224,NV001898,Phi cong chinh
LB001224,NV000528,Phi cong phu
LB001224,NV001653,Tiep vien truong
LB001224,NV001539,Tiep vien
LB001224,NV000032,Tiep vien
LB001224,NV001615,Tiep vien
LB001225,NV001921,Phi cong chinh
LB001225,NV001602,Phi cong phu
LB001225,NV000159,Tiep vien truong
LB001225,NV000786,Tiep vien
